season,week,contestant,voting_rule,judge_score_raw,judge_score_norm,fan_vote_estimate,estimate_type,is_eliminated
1,5,Kelly Monaco,rank_v1,23.5,0.3219178082191781,0.5,rank_proxy,False
1,5,Joey McIntyre,rank_v1,22.5,0.3082191780821918,1.0,rank_proxy,False
1,6,John O'Hurley,rank_v1,27.0,0.4954128440366973,1.0,rank_proxy,False
1,6,Kelly Monaco,rank_v1,27.5,0.5045871559633027,0.0,rank_proxy,False
2,1,Tatum O'Neal,rank_v1,23.0,0.11794871794871795,0.08333333333333337,rank_proxy,False
2,1,Tia Carrere,rank_v1,20.0,0.10256410256410256,0.33333333333333337,rank_proxy,False
2,1,George Hamilton,rank_v1,18.0,0.09230769230769231,0.5,rank_proxy,False
2,1,Lisa Rinna,rank_v1,19.0,0.09743589743589744,0.6686666666666664,rank_proxy,False
2,1,Stacy Keibler,rank_v1,22.0,0.11282051282051282,0.16666666666666663,rank_proxy,False
2,1,Jerry Rice,rank_v1,21.0,0.1076923076923077,0.25,rank_proxy,False
2,1,Giselle Fernandez,rank_v1,23.0,0.11794871794871795,0.08333333333333337,rank_proxy,False
2,1,Master P,rank_v1,12.0,0.06153846153846154,0.9146666666666666,rank_proxy,False
2,1,Drew Lachey,rank_v1,24.0,0.12307692307692308,1.0,rank_proxy,False
2,1,Kenny Mayne,rank_v1,13.0,0.06666666666666667,1.0,rank_proxy,True
2,2,Tatum O'Neal,rank_v1,17.0,0.085,0.9230769230769231,rank_proxy,True
2,2,Tia Carrere,rank_v1,22.0,0.11,0.5384615384615384,rank_proxy,False
2,2,George Hamilton,rank_v1,22.0,0.11,0.5019999999999994,rank_proxy,False
2,2,Lisa Rinna,rank_v1,20.0,0.1,0.6923076923076923,rank_proxy,False
2,2,Stacy Keibler,rank_v1,29.0,0.145,0.0,rank_proxy,False
2,2,Jerry Rice,rank_v1,23.0,0.115,0.46153846153846156,rank_proxy,False
2,2,Giselle Fernandez,rank_v1,24.0,0.12,0.3846153846153846,rank_proxy,False
2,2,Master P,rank_v1,16.0,0.08,0.8441538461538463,rank_proxy,False
2,2,Drew Lachey,rank_v1,27.0,0.135,0.15384615384615385,rank_proxy,False
2,3,Tia Carrere,rank_v1,26.0,0.14285714285714285,0.07692307692307687,rank_proxy,False
2,3,George Hamilton,rank_v1,22.0,0.12087912087912088,0.3846153846153846,rank_proxy,False
2,3,Lisa Rinna,rank_v1,25.0,0.13736263736263737,0.15384615384615385,rank_proxy,False
2,3,Stacy Keibler,rank_v1,27.0,0.14835164835164835,0.3866153846153846,rank_proxy,False
2,3,Jerry Rice,rank_v1,19.0,0.1043956043956044,0.6153846153846154,rank_proxy,False
2,3,Giselle Fernandez,rank_v1,22.0,0.12087912087912088,1.0,rank_proxy,True
2,3,Master P,rank_v1,14.0,0.07692307692307693,0.3826153846153846,rank_proxy,False
2,3,Drew Lachey,rank_v1,27.0,0.14835164835164835,1.0,rank_proxy,False
2,4,Tia Carrere,rank_v1,25.0,0.15822784810126583,0.15000000000000002,rank_proxy,False
2,4,George Hamilton,rank_v1,21.0,0.13291139240506328,0.35,rank_proxy,False
2,4,Lisa Rinna,rank_v1,26.0,0.16455696202531644,0.09999999999999998,rank_proxy,False
2,4,Stacy Keibler,rank_v1,26.0,0.16455696202531644,0.7000000000000001,rank_proxy,False
2,4,Jerry Rice,rank_v1,24.0,0.1518987341772152,0.19999999999999996,rank_proxy,False
2,4,Master P,rank_v1,8.0,0.05063291139240506,1.0,rank_proxy,True
2,4,Drew Lachey,rank_v1,28.0,0.17721518987341772,1.0,rank_proxy,False
2,5,Tia Carrere,rank_v1,22.0,0.1456953642384106,1.0,rank_proxy,True
2,5,George Hamilton,rank_v1,24.0,0.15894039735099338,0.125,rank_proxy,False
2,5,Lisa Rinna,rank_v1,25.0,0.16556291390728478,0.625,rank_proxy,False
2,5,Stacy Keibler,rank_v1,30.0,0.1986754966887417,0.0,rank_proxy,False
2,5,Jerry Rice,rank_v1,23.0,0.152317880794702,0.875,rank_proxy,False
2,5,Drew Lachey,rank_v1,27.0,0.17880794701986755,0.375,rank_proxy,False
2,6,George Hamilton,rank_v1,23.0,0.17293233082706766,1.0,rank_proxy,True
2,6,Lisa Rinna,rank_v1,27.0,0.20300751879699247,0.4285714285714286,rank_proxy,False
2,6,Stacy Keibler,rank_v1,30.0,0.22556390977443608,0.0,rank_proxy,False
2,6,Jerry Rice,rank_v1,23.0,0.17293233082706766,0.998,rank_proxy,False
2,6,Drew Lachey,rank_v1,30.0,0.22556390977443608,0.0734285714285714,rank_proxy,False
2,7,Lisa Rinna,rank_v1,26.5,0.25980392156862747,1.0,rank_proxy,True
2,7,Stacy Keibler,rank_v1,27.5,0.2696078431372549,0.0,rank_proxy,False
2,7,Jerry Rice,rank_v1,20.5,0.20098039215686275,0.1408571428571429,rank_proxy,False
2,7,Drew Lachey,rank_v1,27.5,0.2696078431372549,0.8591428571428571,rank_proxy,False
2,8,Stacy Keibler,rank_v1,28.6665,0.33992071896021603,0.14285102005828976,rank_proxy,False
2,8,Jerry Rice,rank_v1,26.666600000000003,0.31620636785880724,1.0,rank_proxy,False
2,8,Drew Lachey,rank_v1,28.9998,0.34387291318097685,0.35714897994171024,rank_proxy,False
3,1,Harry Hamlin,percentage,17.0,0.08018867924528301,0.080188679245283,ratio,False
3,1,Vivica A. Fox,percentage,22.0,0.10377358490566038,0.10377358490566038,ratio,False
3,1,Monique Coleman,percentage,19.0,0.08962264150943396,0.08962264150943397,ratio,False
3,1,Joey Lawrence,percentage,21.0,0.09905660377358491,0.09905660377358494,ratio,False
3,1,Mario Lopez,percentage,26.0,0.12264150943396226,0.12264150943396226,ratio,False
3,1,Emmitt Smith,percentage,24.0,0.11320754716981132,0.11320754716981132,ratio,False
3,1,Shanna Moakler,percentage,18.0,0.08490566037735849,0.08490566037735849,ratio,False
3,1,Willa Ford,percentage,22.0,0.10377358490566038,0.10377358490566038,ratio,False
3,1,Sara Evans,percentage,15.0,0.07075471698113207,0.07075471698113207,ratio,False
3,1,Jerry Springer,percentage,16.0,0.07547169811320754,0.07547169811320756,ratio,False
3,1,Tucker Carlson,percentage,12.0,0.05660377358490566,0.05660377358490566,ratio,True
3,2,Harry Hamlin,percentage,21.0,0.09130434782608696,0.09130434782608696,ratio,False
3,2,Vivica A. Fox,percentage,24.0,0.10434782608695652,0.10434782608695646,ratio,False
3,2,Monique Coleman,percentage,26.0,0.11304347826086956,0.11304347826086956,ratio,False
3,2,Joey Lawrence,percentage,29.0,0.12608695652173912,0.12608695652173918,ratio,False
3,2,Mario Lopez,percentage,21.0,0.09130434782608696,0.09130434782608696,ratio,False
3,2,Emmitt Smith,percentage,24.0,0.10434782608695652,0.10434782608695649,ratio,False
3,2,Shanna Moakler,percentage,22.0,0.09565217391304348,0.08260869565217388,ratio,True
3,2,Willa Ford,percentage,23.0,0.1,0.1,ratio,False
3,2,Sara Evans,percentage,21.0,0.09130434782608696,0.09130434782608698,ratio,False
3,2,Jerry Springer,percentage,19.0,0.08260869565217391,0.09565217391304348,ratio,False
3,3,Harry Hamlin,percentage,22.0,0.10628019323671498,0.09178743961352656,ratio,True
3,3,Vivica A. Fox,percentage,27.0,0.13043478260869565,0.13043478260869565,ratio,False
3,3,Monique Coleman,percentage,27.0,0.13043478260869565,0.13043478260869565,ratio,False
3,3,Joey Lawrence,percentage,22.0,0.10628019323671498,0.10628019323671498,ratio,False
3,3,Mario Lopez,percentage,22.0,0.10628019323671498,0.10628019323671498,ratio,False
3,3,Emmitt Smith,percentage,19.0,0.09178743961352658,0.10628019323671495,ratio,False
3,3,Willa Ford,percentage,22.0,0.10628019323671498,0.10628019323671498,ratio,False
3,3,Sara Evans,percentage,25.0,0.12077294685990338,0.12077294685990336,ratio,False
3,3,Jerry Springer,percentage,21.0,0.10144927536231885,0.10144927536231885,ratio,False
3,4,Vivica A. Fox,percentage,24.0,0.12121212121212122,0.10101010101010101,ratio,True
3,4,Monique Coleman,percentage,24.0,0.12121212121212122,0.12121212121212122,ratio,False
3,4,Joey Lawrence,percentage,27.0,0.13636363636363635,0.13636363636363635,ratio,False
3,4,Mario Lopez,percentage,29.0,0.14646464646464646,0.14646464646464646,ratio,False
3,4,Emmitt Smith,percentage,24.0,0.12121212121212122,0.12121212121212122,ratio,False
3,4,Willa Ford,percentage,28.0,0.1414141414141414,0.1414141414141414,ratio,False
3,4,Sara Evans,percentage,20.0,0.10101010101010101,0.12121212121212122,ratio,False
3,4,Jerry Springer,percentage,22.0,0.1111111111111111,0.11111111111111112,ratio,False
3,5,Monique Coleman,percentage,27.0,0.14917127071823205,0.14917127071823205,ratio,False
3,5,Joey Lawrence,percentage,25.0,0.13812154696132597,0.13812154696132597,ratio,False
3,5,Mario Lopez,percentage,27.0,0.14917127071823205,0.14917127071823205,ratio,False
3,5,Emmitt Smith,percentage,27.0,0.14917127071823205,0.14917127071823205,ratio,False
3,5,Willa Ford,percentage,27.0,0.14917127071823205,0.12707182320441993,ratio,True
3,5,Sara Evans,percentage,24.0,0.13259668508287292,0.14364640883977906,ratio,False
3,5,Jerry Springer,percentage,24.0,0.13259668508287292,0.14364640883977906,ratio,False
3,6,Monique Coleman,percentage,23.0,0.19491525423728814,0.19491525423728806,ratio,False
3,6,Joey Lawrence,percentage,24.0,0.2033898305084746,0.2033898305084746,ratio,False
3,6,Mario Lopez,percentage,28.0,0.23728813559322035,0.23728813559322037,ratio,False
3,6,Emmitt Smith,percentage,25.0,0.211864406779661,0.211864406779661,ratio,False
3,6,Jerry Springer,percentage,18.0,0.15254237288135594,0.15254237288135594,ratio,False
3,7,Monique Coleman,percentage,27.0,0.2,0.2,ratio,False
3,7,Joey Lawrence,percentage,28.5,0.2111111111111111,0.21111111111111105,ratio,False
3,7,Mario Lopez,percentage,28.0,0.2074074074074074,0.2074074074074074,ratio,False
3,7,Emmitt Smith,percentage,28.5,0.2111111111111111,0.21111111111111114,ratio,False
3,7,Jerry Springer,percentage,23.0,0.17037037037037037,0.17037037037037045,ratio,True
3,8,Monique Coleman,percentage,26.5,0.24311926605504589,0.24311926605504589,ratio,True
3,8,Joey Lawrence,percentage,27.0,0.24770642201834864,0.2477064220183487,ratio,False
3,8,Mario Lopez,percentage,28.5,0.26146788990825687,0.26146788990825687,ratio,False
3,8,Emmitt Smith,percentage,27.0,0.24770642201834864,0.24770642201834858,ratio,False
3,9,Joey Lawrence,percentage,29.5,0.3333333333333333,0.3333333333333334,ratio,False
3,9,Mario Lopez,percentage,29.5,0.3333333333333333,0.3333333333333333,ratio,False
3,9,Emmitt Smith,percentage,29.5,0.3333333333333333,0.3333333333333333,ratio,False
3,10,Mario Lopez,percentage,29.666600000000003,0.5,0.5,ratio,False
3,10,Emmitt Smith,percentage,29.666600000000003,0.5,0.5,ratio,False
4,1,John Ratzenberger,percentage,17.0,0.0825242718446602,0.0825242718446602,ratio,False
4,1,Ian Ziering,percentage,21.0,0.10194174757281553,0.10194174757281556,ratio,False
4,1,Clyde Drexler,percentage,16.0,0.07766990291262135,0.07766990291262131,ratio,False
4,1,Laila Ali,percentage,23.0,0.11165048543689321,0.11165048543689322,ratio,False
4,1,Apolo Anton Ohno,percentage,21.0,0.10194174757281553,0.10194174757281559,ratio,False
4,1,Shandi Finnessey,percentage,19.0,0.09223300970873786,0.09223300970873786,ratio,False
4,1,Paulina Porizkova,percentage,19.0,0.09223300970873786,0.09223300970873786,ratio,False
4,1,Heather Mills,percentage,18.0,0.08737864077669903,0.08737864077669903,ratio,False
4,1,Billy Ray Cyrus,percentage,13.0,0.06310679611650485,0.06310679611650485,ratio,False
4,1,Joey Fatone,percentage,24.0,0.11650485436893204,0.11650485436893222,ratio,False
4,1,Leeza Gibbons,percentage,15.0,0.07281553398058252,0.07281553398058252,ratio,False
4,2,John Ratzenberger,percentage,21.0,0.08571428571428572,0.08571428571428577,ratio,False
4,2,Ian Ziering,percentage,22.0,0.08979591836734693,0.08979591836734693,ratio,False
4,2,Clyde Drexler,percentage,18.0,0.07346938775510205,0.08571428571428577,ratio,False
4,2,Laila Ali,percentage,27.0,0.11020408163265306,0.11020408163265302,ratio,False
4,2,Apolo Anton Ohno,percentage,26.0,0.10612244897959183,0.10612244897959183,ratio,False
4,2,Shandi Finnessey,percentage,20.0,0.08163265306122448,0.08163265306122448,ratio,False
4,2,Paulina Porizkova,percentage,21.0,0.08571428571428572,0.07346938775510206,ratio,True
4,2,Heather Mills,percentage,24.0,0.09795918367346938,0.09795918367346934,ratio,False
4,2,Billy Ray Cyrus,percentage,21.0,0.08571428571428572,0.08571428571428572,ratio,False
4,2,Joey Fatone,percentage,24.0,0.09795918367346938,0.09795918367346937,ratio,False
4,2,Leeza Gibbons,percentage,21.0,0.08571428571428572,0.08571428571428572,ratio,False
4,3,John Ratzenberger,percentage,20.0,0.09174311926605505,0.09174311926605505,ratio,False
4,3,Ian Ziering,percentage,24.0,0.11009174311926606,0.11009174311926609,ratio,False
4,3,Clyde Drexler,percentage,16.0,0.07339449541284404,0.09633027522935778,ratio,False
4,3,Laila Ali,percentage,21.0,0.0963302752293578,0.09633027522935778,ratio,False
4,3,Apolo Anton Ohno,percentage,23.0,0.10550458715596331,0.10550458715596331,ratio,False
4,3,Shandi Finnessey,percentage,21.0,0.0963302752293578,0.07339449541284401,ratio,True
4,3,Heather Mills,percentage,24.0,0.11009174311926606,0.11009174311926606,ratio,False
4,3,Billy Ray Cyrus,percentage,21.0,0.0963302752293578,0.0963302752293578,ratio,False
4,3,Joey Fatone,percentage,24.0,0.11009174311926606,0.11009174311926603,ratio,False
4,3,Leeza Gibbons,percentage,24.0,0.11009174311926606,0.11009174311926609,ratio,False
4,4,John Ratzenberger,percentage,16.0,0.08421052631578947,0.08421052631578947,ratio,False
4,4,Ian Ziering,percentage,24.0,0.12631578947368421,0.12631578947368421,ratio,False
4,4,Clyde Drexler,percentage,15.0,0.07894736842105263,0.08421052631578949,ratio,False
4,4,Laila Ali,percentage,21.0,0.11052631578947368,0.11052631578947364,ratio,False
4,4,Apolo Anton Ohno,percentage,26.0,0.1368421052631579,0.13684210526315788,ratio,False
4,4,Heather Mills,percentage,23.0,0.12105263157894737,0.1210526315789473,ratio,False
4,4,Billy Ray Cyrus,percentage,21.0,0.11052631578947368,0.11052631578947368,ratio,False
4,4,Joey Fatone,percentage,28.0,0.14736842105263157,0.14736842105263154,ratio,False
4,4,Leeza Gibbons,percentage,16.0,0.08421052631578947,0.07894736842105264,ratio,True
4,5,John Ratzenberger,percentage,18.0,0.10227272727272728,0.10227272727272728,ratio,False
4,5,Ian Ziering,percentage,24.0,0.13636363636363635,0.13636363636363633,ratio,False
4,5,Clyde Drexler,percentage,13.0,0.07386363636363637,0.07386363636363635,ratio,True
4,5,Laila Ali,percentage,28.0,0.1590909090909091,0.1590909090909091,ratio,False
4,5,Apolo Anton Ohno,percentage,30.0,0.17045454545454544,0.17045454545454544,ratio,False
4,5,Heather Mills,percentage,21.0,0.11931818181818182,0.1193181818181819,ratio,False
4,5,Billy Ray Cyrus,percentage,17.0,0.09659090909090909,0.09659090909090909,ratio,False
4,5,Joey Fatone,percentage,25.0,0.14204545454545456,0.14204545454545456,ratio,False
4,6,John Ratzenberger,percentage,19.0,0.11176470588235295,0.13529411764705887,ratio,False
4,6,Ian Ziering,percentage,24.0,0.1411764705882353,0.1411764705882353,ratio,False
4,6,Laila Ali,percentage,28.0,0.16470588235294117,0.16470588235294117,ratio,False
4,6,Apolo Anton Ohno,percentage,28.0,0.16470588235294117,0.16470588235294117,ratio,False
4,6,Heather Mills,percentage,23.0,0.13529411764705881,0.111764705882353,ratio,True
4,6,Billy Ray Cyrus,percentage,21.0,0.12352941176470589,0.12352941176470593,ratio,False
4,6,Joey Fatone,percentage,27.0,0.1588235294117647,0.1588235294117647,ratio,False
4,7,John Ratzenberger,percentage,22.5,0.14563106796116504,0.12297734627831713,ratio,True
4,7,Ian Ziering,percentage,27.0,0.17475728155339806,0.17475728155339806,ratio,False
4,7,Laila Ali,percentage,29.5,0.19093851132686085,0.19093851132686085,ratio,False
4,7,Apolo Anton Ohno,percentage,27.0,0.17475728155339806,0.17475728155339806,ratio,False
4,7,Billy Ray Cyrus,percentage,19.0,0.12297734627831715,0.14563106796116504,ratio,False
4,7,Joey Fatone,percentage,29.5,0.19093851132686085,0.19093851132686085,ratio,False
4,8,Ian Ziering,percentage,23.5,0.18725099601593626,0.18725099601593614,ratio,False
4,8,Laila Ali,percentage,26.5,0.21115537848605578,0.21115537848605578,ratio,False
4,8,Apolo Anton Ohno,percentage,29.0,0.23107569721115537,0.23107569721115537,ratio,False
4,8,Billy Ray Cyrus,percentage,19.0,0.15139442231075698,0.1513944223107569,ratio,True
4,8,Joey Fatone,percentage,27.5,0.21912350597609562,0.21912350597609578,ratio,False
4,9,Ian Ziering,percentage,29.0,0.24472573839662448,0.24472573839662448,ratio,True
4,9,Laila Ali,percentage,30.0,0.25316455696202533,0.2531645569620254,ratio,False
4,9,Apolo Anton Ohno,percentage,29.5,0.2489451476793249,0.2489451476793249,ratio,False
4,9,Joey Fatone,percentage,30.0,0.25316455696202533,0.2531645569620253,ratio,False
4,10,Laila Ali,percentage,28.333200000000005,0.3281854310465651,0.3281854310465651,ratio,False
4,10,Apolo Anton Ohno,percentage,29.3332,0.33976850076853665,0.33976850076853676,ratio,False
4,10,Joey Fatone,percentage,28.6665,0.3320460681848982,0.3320460681848982,ratio,False
5,1,Cameron Mathison,percentage,21.0,0.08171206225680934,0.0817120622568091,ratio,False
5,1,Jane Seymour,percentage,24.0,0.0933852140077821,0.0933852140077821,ratio,False
5,1,Sabrina Bryan,percentage,26.0,0.10116731517509728,0.10116731517509728,ratio,False
5,1,Jennie Garth,percentage,21.0,0.08171206225680934,0.08171206225680937,ratio,False
5,1,Floyd Mayweather Jr. ,percentage,18.0,0.07003891050583658,0.07003891050583658,ratio,False
5,1,Josie Maran,percentage,16.0,0.0622568093385214,0.06225680933852143,ratio,True
5,1,Albert Reed,percentage,21.0,0.08171206225680934,0.08171206225680934,ratio,False
5,1,Helio Castroneves,percentage,25.0,0.09727626459143969,0.09727626459143969,ratio,False
5,1,Mel B,percentage,24.0,0.0933852140077821,0.0933852140077821,ratio,False
5,1,Wayne Newton,percentage,19.0,0.07392996108949416,0.07392996108949416,ratio,False
5,1,Marie Osmond,percentage,21.0,0.08171206225680934,0.08171206225680944,ratio,False
5,1,Mark Cuban,percentage,21.0,0.08171206225680934,0.08171206225680934,ratio,False
5,2,Cameron Mathison,percentage,21.0,0.08823529411764706,0.08823529411764695,ratio,False
5,2,Jane Seymour,percentage,21.0,0.08823529411764706,0.08823529411764706,ratio,False
5,2,Sabrina Bryan,percentage,26.0,0.1092436974789916,0.10924369747899164,ratio,False
5,2,Jennie Garth,percentage,21.0,0.08823529411764706,0.08823529411764709,ratio,False
5,2,Floyd Mayweather Jr. ,percentage,21.0,0.08823529411764706,0.08823529411764706,ratio,False
5,2,Albert Reed,percentage,21.0,0.08823529411764706,0.0630252100840336,ratio,True
5,2,Helio Castroneves,percentage,27.0,0.1134453781512605,0.1134453781512605,ratio,False
5,2,Mel B,percentage,23.0,0.09663865546218488,0.09663865546218485,ratio,False
5,2,Wayne Newton,percentage,15.0,0.06302521008403361,0.08823529411764705,ratio,False
5,2,Marie Osmond,percentage,24.0,0.10084033613445378,0.10084033613445383,ratio,False
5,2,Mark Cuban,percentage,18.0,0.07563025210084033,0.07563025210084033,ratio,False
5,3,Cameron Mathison,percentage,23.0,0.09623430962343096,0.09623430962343096,ratio,False
5,3,Jane Seymour,percentage,27.0,0.11297071129707113,0.11297071129707116,ratio,False
5,3,Sabrina Bryan,percentage,27.0,0.11297071129707113,0.11297071129707113,ratio,False
5,3,Jennie Garth,percentage,26.0,0.1087866108786611,0.10878661087866105,ratio,False
5,3,Floyd Mayweather Jr. ,percentage,21.0,0.08786610878661087,0.08786610878661087,ratio,False
5,3,Helio Castroneves,percentage,24.0,0.100418410041841,0.10041841004184114,ratio,False
5,3,Mel B,percentage,27.0,0.11297071129707113,0.11297071129707113,ratio,False
5,3,Wayne Newton,percentage,18.0,0.07531380753138076,0.07531380753138076,ratio,True
5,3,Marie Osmond,percentage,26.0,0.1087866108786611,0.10878661087866105,ratio,False
5,3,Mark Cuban,percentage,20.0,0.08368200836820083,0.08368200836820082,ratio,False
5,4,Cameron Mathison,percentage,27.0,0.11538461538461539,0.11538461538461547,ratio,False
5,4,Jane Seymour,percentage,26.0,0.1111111111111111,0.1111111111111111,ratio,False
5,4,Sabrina Bryan,percentage,30.0,0.1282051282051282,0.1282051282051282,ratio,False
5,4,Jennie Garth,percentage,27.0,0.11538461538461539,0.11538461538461536,ratio,False
5,4,Floyd Mayweather Jr. ,percentage,23.0,0.09829059829059829,0.09401709401709385,ratio,True
5,4,Helio Castroneves,percentage,27.0,0.11538461538461539,0.11538461538461547,ratio,False
5,4,Mel B,percentage,26.0,0.1111111111111111,0.1111111111111111,ratio,False
5,4,Marie Osmond,percentage,26.0,0.1111111111111111,0.11111111111111116,ratio,False
5,4,Mark Cuban,percentage,22.0,0.09401709401709402,0.09829059829059819,ratio,False
5,5,Cameron Mathison,percentage,26.0,0.1306532663316583,0.1306532663316583,ratio,False
5,5,Jane Seymour,percentage,26.0,0.1306532663316583,0.1306532663316583,ratio,False
5,5,Sabrina Bryan,percentage,28.0,0.1407035175879397,0.1407035175879397,ratio,False
5,5,Jennie Garth,percentage,25.0,0.12562814070351758,0.12562814070351758,ratio,False
5,5,Helio Castroneves,percentage,23.0,0.11557788944723618,0.11557788944723621,ratio,False
5,5,Mel B,percentage,29.0,0.1457286432160804,0.1457286432160804,ratio,False
5,5,Marie Osmond,percentage,21.0,0.10552763819095477,0.10552763819095477,ratio,False
5,5,Mark Cuban,percentage,21.0,0.10552763819095477,0.10552763819095477,ratio,True
5,6,Cameron Mathison,percentage,25.0,0.1388888888888889,0.1388888888888889,ratio,False
5,6,Jane Seymour,percentage,22.0,0.12222222222222222,0.13703703703703707,ratio,False
5,6,Sabrina Bryan,percentage,25.0,0.1388888888888889,0.12037037037037039,ratio,True
5,6,Jennie Garth,percentage,27.0,0.15,0.15,ratio,False
5,6,Helio Castroneves,percentage,28.0,0.15555555555555556,0.15555555555555556,ratio,False
5,6,Mel B,percentage,30.0,0.16666666666666666,0.16666666666666666,ratio,False
5,6,Marie Osmond,percentage,23.0,0.12777777777777777,0.13148148148148153,ratio,False
5,7,Cameron Mathison,percentage,25.5,0.16346153846153846,0.16346153846153844,ratio,False
5,7,Jane Seymour,percentage,25.0,0.16025641025641027,0.1602564102564104,ratio,True
5,7,Jennie Garth,percentage,26.5,0.16987179487179488,0.16987179487179482,ratio,False
5,7,Helio Castroneves,percentage,26.0,0.16666666666666666,0.16666666666666666,ratio,False
5,7,Mel B,percentage,27.0,0.17307692307692307,0.17307692307692307,ratio,False
5,7,Marie Osmond,percentage,26.0,0.16666666666666666,0.16666666666666666,ratio,False
5,8,Cameron Mathison,percentage,25.5,0.19391634980988592,0.18631178707224338,ratio,True
5,8,Jennie Garth,percentage,25.0,0.19011406844106463,0.19011406844106463,ratio,False
5,8,Helio Castroneves,percentage,28.5,0.21673003802281368,0.21673003802281368,ratio,False
5,8,Mel B,percentage,28.0,0.21292775665399238,0.21292775665399238,ratio,False
5,8,Marie Osmond,percentage,24.5,0.18631178707224336,0.19391634980988595,ratio,False
5,9,Jennie Garth,percentage,29.0,0.24786324786324787,0.23931623931623935,ratio,True
5,9,Helio Castroneves,percentage,30.0,0.2564102564102564,0.2564102564102564,ratio,False
5,9,Mel B,percentage,30.0,0.2564102564102564,0.2564102564102564,ratio,False
5,9,Marie Osmond,percentage,28.0,0.23931623931623933,0.2478632478632479,ratio,False
5,10,Helio Castroneves,percentage,27.999900000000004,0.35294095402801606,0.35294095402801606,ratio,False
5,10,Mel B,percentage,28.333199999999998,0.35714222688890257,0.3571422268889026,ratio,False
5,10,Marie Osmond,percentage,23.0,0.2899168190830813,0.2899168190830813,ratio,False
6,1,Cristian de la Fuente,percentage,21.0,0.08641975308641975,0.08641975308641975,ratio,False
6,1,Steve Guttenberg,percentage,18.0,0.07407407407407407,0.07407407407407407,ratio,False
6,1,Priscilla Presley,percentage,24.0,0.09876543209876543,0.09876543209876543,ratio,False
6,1,Marlee Matlin,percentage,22.0,0.09053497942386832,0.0905349794238684,ratio,False
6,1,Shannon Elizabeth,percentage,21.0,0.08641975308641975,0.08641975308641991,ratio,False
6,1,Marissa Jaret Winokur,percentage,18.0,0.07407407407407407,0.07407407407407396,ratio,False
6,1,Jason Taylor,percentage,22.0,0.09053497942386832,0.09053497942386807,ratio,False
6,1,Kristi Yamaguchi,percentage,27.0,0.1111111111111111,0.11111111111111116,ratio,False
6,1,Monica Seles,percentage,15.0,0.06172839506172839,0.06172839506172839,ratio,False
6,1,Penn Jillette,percentage,16.0,0.06584362139917696,0.06584362139917696,ratio,False
6,1,Adam Carolla,percentage,15.0,0.06172839506172839,0.06172839506172839,ratio,False
6,1,Mario,percentage,24.0,0.09876543209876543,0.09876543209876543,ratio,False
6,2,Cristian de la Fuente,percentage,20.0,0.07782101167315175,0.07782101167315172,ratio,False
6,2,Steve Guttenberg,percentage,16.0,0.0622568093385214,0.06614785992217896,ratio,False
6,2,Priscilla Presley,percentage,21.0,0.08171206225680934,0.08171206225680934,ratio,False
6,2,Marlee Matlin,percentage,24.0,0.0933852140077821,0.09338521400778212,ratio,False
6,2,Shannon Elizabeth,percentage,24.0,0.0933852140077821,0.0933852140077821,ratio,False
