season,week,contestant,judge_score_norm,fan_vote_soft,composite_score,is_eliminated
4,4,Clyde Drexler,0.07894736842105263,0.10931704040214071,0.09413220441159667,False
4,4,Laila Ali,0.11052631578947368,0.12480210663731246,0.11766421121339307,False
4,4,Apolo Anton Ohno,0.1368421052631579,0.12030415495474849,0.1285731301089532,False
4,4,Heather Mills,0.12105263157894737,0.10768898232631921,0.1143708069526333,False
4,4,Billy Ray Cyrus,0.11052631578947368,0.09527652896916762,0.10290142237932065,False
4,4,Joey Fatone,0.14736842105263157,0.13193232459800466,0.13965037282531811,False
4,4,Leeza Gibbons,0.08421052631578947,0.09378581013833034,0.08899816822705992,True
4,5,John Ratzenberger,0.10227272727272728,0.10943341196096593,0.1058530696168466,False
4,5,Ian Ziering,0.13636363636363635,0.13075126154240457,0.13355744895302046,False
4,5,Clyde Drexler,0.07386363636363637,0.11675148217193035,0.09530755926778336,True
4,5,Laila Ali,0.1590909090909091,0.13857674889749563,0.14883382899420236,False
4,5,Apolo Anton Ohno,0.17045454545454544,0.13552075972439467,0.15298765258947006,False
4,5,Heather Mills,0.11931818181818182,0.11940366070861284,0.11936092126339734,False
4,5,Billy Ray Cyrus,0.09659090909090909,0.10605349652100576,0.10132220280595743,False
4,5,Joey Fatone,0.14204545454545456,0.14350917847319022,0.1427773165093224,False
4,6,John Ratzenberger,0.11176470588235295,0.1374694370249842,0.12461707145366857,False
4,6,Ian Ziering,0.1411764705882353,0.1468603659904317,0.14401841828933348,False
4,6,Laila Ali,0.16470588235294117,0.156116449052476,0.16041116570270858,False
4,6,Apolo Anton Ohno,0.16470588235294117,0.1533388543086041,0.15902236833077266,False
4,6,Heather Mills,0.13529411764705881,0.11747766177608222,0.12638588971157053,True
4,6,Billy Ray Cyrus,0.12352941176470589,0.128673557997647,0.12610148488117645,False
4,6,Joey Fatone,0.1588235294117647,0.16006367384977488,0.1594436016307698,False
4,7,John Ratzenberger,0.14563106796116504,0.14177830644777104,0.14370468720446805,True
4,7,Ian Ziering,0.17475728155339806,0.16719853873839866,0.17097791014589836,False
4,7,Laila Ali,0.19093851132686085,0.1770862113931506,0.1840123613600057,False
4,7,Apolo Anton Ohno,0.17475728155339806,0.17308617374346102,0.17392172764842956,False
4,7,Billy Ray Cyrus,0.12297734627831715,0.1601773296345584,0.1415773379564378,False
4,7,Joey Fatone,0.19093851132686085,0.18067344004266028,0.18580597568476057,False
4,8,Ian Ziering,0.18725099601593626,0.19479936328984107,0.19102517965288868,False
4,8,Laila Ali,0.21115537848605578,0.20596128232010835,0.20855833040308208,False
4,8,Apolo Anton Ohno,0.23107569721115537,0.20413582258769122,0.2176057598994233,False
4,8,Billy Ray Cyrus,0.15139442231075698,0.1851567573065822,0.16827558980866958,True
4,8,Joey Fatone,0.21912350597609562,0.2099467744957771,0.21453514023593634,False
4,9,Ian Ziering,0.24472573839662448,0.2414192058165532,0.24307247210658883,True
4,9,Laila Ali,0.25316455696202533,0.2523335702918576,0.2527490636269415,False
4,9,Apolo Anton Ohno,0.2489451476793249,0.2502904788240015,0.2496178132516632,False
4,9,Joey Fatone,0.25316455696202533,0.2559567450675877,0.2545606510148065,False
4,10,Laila Ali,0.3281854310465651,0.3323865290472996,0.3302859800469323,False
4,10,Apolo Anton Ohno,0.33976850076853665,0.33158217963154274,0.3356753402000397,False
4,10,Joey Fatone,0.3320460681848982,0.3360312913211576,0.3340386797530279,False
5,1,Cameron Mathison,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
5,1,Jane Seymour,0.0933852140077821,0.0933852140077821,0.0933852140077821,False
5,1,Sabrina Bryan,0.10116731517509728,0.10116731517509728,0.10116731517509728,False
5,1,Jennie Garth,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
5,1,Floyd Mayweather Jr. ,0.07003891050583658,0.07003891050583658,0.07003891050583658,False
5,1,Josie Maran,0.0622568093385214,0.0622568093385214,0.0622568093385214,True
5,1,Albert Reed,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
5,1,Helio Castroneves,0.09727626459143969,0.09727626459143969,0.09727626459143969,False
5,1,Mel B,0.0933852140077821,0.0933852140077821,0.0933852140077821,False
5,1,Wayne Newton,0.07392996108949416,0.07392996108949416,0.07392996108949416,False
5,1,Marie Osmond,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
5,1,Mark Cuban,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
5,2,Cameron Mathison,0.08823529411764706,0.08747455846597589,0.08785492629181148,False
5,2,Jane Seymour,0.08823529411764706,0.09802442062623529,0.09312985737194118,False
5,2,Sabrina Bryan,0.1092436974789916,0.10705958112709128,0.10815163930304145,False
5,2,Jennie Garth,0.08823529411764706,0.08747455846638542,0.08785492629201624,False
5,2,Floyd Mayweather Jr. ,0.08823529411764706,0.07692469630501536,0.08257999521133122,False
5,2,Albert Reed,0.08823529411764706,0.07211192495080436,0.08017360953422571,True
5,2,Helio Castroneves,0.1134453781512605,0.10394728173681198,0.10869632994403625,False
5,2,Mel B,0.09663865546218488,0.09881337571929577,0.09772601559074032,False
5,2,Wayne Newton,0.06302521008403361,0.09284604014931562,0.07793562511667462,False
5,2,Marie Osmond,0.10084033613445378,0.08866783488081856,0.09475408550763617,False
5,2,Mark Cuban,0.07563025210084033,0.08665572757225064,0.08114298983654548,False
5,3,Cameron Mathison,0.09623430962343096,0.0948287292494695,0.09553151943645023,False
5,3,Jane Seymour,0.11297071129707113,0.10594978615838056,0.10946024872772585,False
5,3,Sabrina Bryan,0.11297071129707113,0.11415074261899189,0.11356072695803152,False
5,3,Jennie Garth,0.1087866108786611,0.09598766609472453,0.10238713848669281,False
5,3,Floyd Mayweather Jr. ,0.08786610878661087,0.08557186186603385,0.08671898532632236,False
5,3,Helio Castroneves,0.100418410041841,0.11016686073929444,0.10529263539056771,False
5,3,Mel B,0.11297071129707113,0.10666589810333876,0.10981830470020496,False
5,3,Wayne Newton,0.07531380753138076,0.09668112319447152,0.08599746536292613,True
5,3,Marie Osmond,0.1087866108786611,0.09707076892692248,0.10292868990279179,False
5,3,Mark Cuban,0.08368200836820083,0.09292656304837241,0.08830428570828662,False
5,4,Cameron Mathison,0.11538461538461539,0.10643088822750553,0.11090775180606047,False
5,4,Jane Seymour,0.1111111111111111,0.11620315265366542,0.11365713188238827,False
5,4,Sabrina Bryan,0.1282051282051282,0.12518327347119834,0.12669420083816327,False
5,4,Jennie Garth,0.11538461538461539,0.10748828497183754,0.11143645017822647,False
5,4,Floyd Mayweather Jr. ,0.09829059829059829,0.09648862062135379,0.09738960945597604,True
5,4,Helio Castroneves,0.11538461538461539,0.12042517131371953,0.11790489334916746,False
5,4,Mel B,0.1111111111111111,0.11685652254774033,0.11398381682942571,False
5,4,Marie Osmond,0.1111111111111111,0.10810206936585996,0.10960659023848554,False
5,4,Mark Cuban,0.09401709401709402,0.10282201682711964,0.09841955542210683,False
5,5,Cameron Mathison,0.1306532663316583,0.1195869378555303,0.1251201020935943,False
5,5,Jane Seymour,0.1306532663316583,0.128479332861574,0.12956629959661614,False
5,5,Sabrina Bryan,0.1407035175879397,0.1375558054625308,0.13912966152523526,False
5,5,Jennie Garth,0.12562814070351758,0.12009668001911457,0.12286241036131607,False
5,5,Helio Castroneves,0.11557788944723618,0.13096386395387205,0.12327087670055412,False
5,5,Mel B,0.1457286432160804,0.1304312229712191,0.13807993309364974,False
5,5,Marie Osmond,0.10552763819095477,0.11885203756284275,0.11218983787689876,False
5,5,Mark Cuban,0.10552763819095477,0.11403411931331653,0.10978087875213566,True
5,6,Cameron Mathison,0.1388888888888889,0.13661757127593444,0.13775323008241167,False
5,6,Jane Seymour,0.12222222222222222,0.1502618391060361,0.13624203066412915,False
5,6,Sabrina Bryan,0.1388888888888889,0.1348625571132615,0.1368757230010752,True
5,6,Jennie Garth,0.15,0.13770194969249447,0.14385097484624723,False
5,6,Helio Castroneves,0.15555555555555556,0.148056154450436,0.15180585500299576,False
5,6,Mel B,0.16666666666666666,0.14864802782400197,0.1576573472453343,False
5,6,Marie Osmond,0.12777777777777777,0.1438519005378354,0.13581483915780657,False
5,7,Cameron Mathison,0.16346153846153846,0.16401300710979613,0.1637372727856673,False
5,7,Jane Seymour,0.16025641025641027,0.16707430711708066,0.16366535868674548,True
5,7,Jennie Garth,0.16987179487179488,0.16107033368337118,0.165471064277583,False
5,7,Helio Castroneves,0.16666666666666666,0.170177703742418,0.16842218520454233,False
5,7,Mel B,0.17307692307692307,0.17130460062430264,0.17219076185061286,False
5,7,Marie Osmond,0.16666666666666666,0.16636004772303145,0.16651335719484905,False
5,8,Cameron Mathison,0.19391634980988592,0.19216942915807994,0.19304288948398293,True
5,8,Jennie Garth,0.19011406844106463,0.19678804700218314,0.19345105772162388,False
5,8,Helio Castroneves,0.21673003802281368,0.20479071528966356,0.21076037665623862,False
5,8,Mel B,0.21292775665399238,0.20546807001017126,0.20919791333208182,False
5,8,Marie Osmond,0.18631178707224336,0.20078373853990217,0.19354776280607278,False
5,9,Jennie Garth,0.24786324786324787,0.24193761743656558,0.24490043264990674,True
5,9,Helio Castroneves,0.2564102564102564,0.2531516263122081,0.25478094136123225,False
5,9,Mel B,0.2564102564102564,0.2537686628178917,0.25508945961407403,False
5,9,Marie Osmond,0.23931623931623933,0.25114209343333477,0.24522916637478703,False
5,10,Helio Castroneves,0.35294095402801606,0.3355378128772486,0.34423938345263233,False
5,10,Mel B,0.35714222688890257,0.33648068904190703,0.3468114579654048,False
5,10,Marie Osmond,0.2899168190830813,0.3279814980808443,0.3089491585819628,False
6,1,Cristian de la Fuente,0.08641975308641975,0.08641975308641975,0.08641975308641975,False
6,1,Steve Guttenberg,0.07407407407407407,0.07407407407407407,0.07407407407407407,False
6,1,Priscilla Presley,0.09876543209876543,0.09876543209876543,0.09876543209876543,False
6,1,Marlee Matlin,0.09053497942386832,0.09053497942386832,0.09053497942386832,False
6,1,Shannon Elizabeth,0.08641975308641975,0.08641975308641975,0.08641975308641975,False
6,1,Marissa Jaret Winokur,0.07407407407407407,0.07407407407407407,0.07407407407407407,False
6,1,Jason Taylor,0.09053497942386832,0.09053497942386832,0.09053497942386832,False
6,1,Kristi Yamaguchi,0.1111111111111111,0.1111111111111111,0.1111111111111111,False
6,1,Monica Seles,0.06172839506172839,0.06172839506172839,0.06172839506172839,False
6,1,Penn Jillette,0.06584362139917696,0.06584362139917696,0.06584362139917696,False
6,1,Adam Carolla,0.06172839506172839,0.06172839506172839,0.06172839506172839,False
6,1,Mario,0.09876543209876543,0.09876543209876543,0.09876543209876543,False
6,2,Cristian de la Fuente,0.07782101167315175,0.08564567760209056,0.08173334463762116,False
6,2,Steve Guttenberg,0.0622568093385214,0.0730091840985073,0.06763299671851436,False
6,2,Priscilla Presley,0.08171206225680934,0.0972302544632066,0.08947115836000796,False
6,2,Marlee Matlin,0.0933852140077821,0.0907915631038896,0.09208838855583584,False
6,2,Shannon Elizabeth,0.0933852140077821,0.08704679747283332,0.09021600574030772,False
6,2,Marissa Jaret Winokur,0.08171206225680934,0.07476166067646246,0.0782368614666359,False
6,2,Jason Taylor,0.10505836575875487,0.0918424030065861,0.09845038438267048,False
6,2,Kristi Yamaguchi,0.10505836575875487,0.11056623116135351,0.10781229846005419,False
6,2,Monica Seles,0.058365758754863814,0.06142568397792736,0.059895721366395586,True
6,2,Penn Jillette,0.06614785992217899,0.06587208628697938,0.06600997310457918,True
6,2,Adam Carolla,0.07392996108949416,0.06282680384901015,0.06837838246925215,False
6,2,Mario,0.10116731517509728,0.09898165430115372,0.1000744847381255,False
6,3,Cristian de la Fuente,0.10964912280701754,0.09950897279924097,0.10457904780312925,False
6,3,Steve Guttenberg,0.09210526315789473,0.08015662284349027,0.0861309430006925,True
6,3,Priscilla Presley,0.11403508771929824,0.11036976308995297,0.1122024254046256,False
6,3,Marlee Matlin,0.09210526315789473,0.10250093322518762,0.09730309819154118,False
6,3,Shannon Elizabeth,0.10526315789473684,0.10032822851882135,0.10279569320677909,False
6,3,Marissa Jaret Winokur,0.08333333333333333,0.08973607386399866,0.086534703598666,False
6,3,Jason Taylor,0.10087719298245613,0.10420067033670896,0.10253893165958256,False
6,3,Kristi Yamaguchi,0.11842105263157894,0.12280585821096682,0.12061345542127289,False
6,3,Adam Carolla,0.09210526315789473,0.08052532783597338,0.08631529549693406,False
6,3,Mario,0.09210526315789473,0.10986754927565903,0.10098640621677688,False
6,4,Cristian de la Fuente,0.11555555555555555,0.10906438162516871,0.11230996859036213,False
6,4,Priscilla Presley,0.09777777777777778,0.11732166570718312,0.10754972174248045,False
6,4,Marlee Matlin,0.10666666666666667,0.11097626482854596,0.10882146574760632,False
6,4,Shannon Elizabeth,0.12444444444444444,0.11061724036621937,0.1175308424053319,False
6,4,Marissa Jaret Winokur,0.10666666666666667,0.09937184724577358,0.10301925695622013,False
6,4,Jason Taylor,0.1288888888888889,0.11454168242340536,0.12171528565614712,False
6,4,Kristi Yamaguchi,0.1288888888888889,0.13145548956057287,0.1301721892247309,False
6,4,Adam Carolla,0.08444444444444445,0.08897823972883158,0.08671134208663801,True
6,4,Mario,0.10666666666666667,0.11767318851429946,0.11216992759048307,False
6,5,Cristian de la Fuente,0.11734693877551021,0.1199217671858719,0.11863435298069105,False
6,5,Priscilla Presley,0.10714285714285714,0.12533306578341843,0.11623796146313778,True
6,5,Marlee Matlin,0.11224489795918367,0.12192124310307743,0.11708307053113055,False
6,5,Shannon Elizabeth,0.11734693877551021,0.12132977068179514,0.11933835472865267,False
6,5,Marissa Jaret Winokur,0.12244897959183673,0.11199127056473039,0.11722012507828355,False
6,5,Jason Taylor,0.1377551020408163,0.12679186284760668,0.1322734824442115,False
6,5,Kristi Yamaguchi,0.14795918367346939,0.14307976701189373,0.14551947534268156,False
6,5,Mario,0.1377551020408163,0.12963125282160634,0.13369317743121134,False
6,6,Cristian de la Fuente,0.15,0.13893317350493914,0.14446658675246957,False
6,6,Marlee Matlin,0.11666666666666667,0.13772057587192746,0.12719362126929706,True
6,6,Shannon Elizabeth,0.13333333333333333,0.13869802517568908,0.1360156792545112,False
6,6,Marissa Jaret Winokur,0.14444444444444443,0.13121858063878608,0.13783151254161524,False
6,6,Jason Taylor,0.13333333333333333,0.1436635635093451,0.1384984484213392,False
6,6,Kristi Yamaguchi,0.16666666666666666,0.1615010521459217,0.16408385940629416,False
6,6,Mario,0.15555555555555556,0.1482650291533915,0.1519102923544735,False
6,7,Cristian de la Fuente,0.1488673139158576,0.16864877508199738,0.1587580444989275,False
6,7,Shannon Elizabeth,0.1650485436893204,0.1539647553569067,0.15950664952311355,True
6,7,Marissa Jaret Winokur,0.16828478964401294,0.15545677797617566,0.1618707838100943,False
6,7,Jason Taylor,0.1779935275080906,0.16765266533833525,0.17282309642321292,False
6,7,Kristi Yamaguchi,0.17475728155339806,0.18357169549614155,0.1791644885247698,False
6,7,Mario,0.1650485436893204,0.17070533075044345,0.16787693721988192,False
6,8,Cristian de la Fuente,0.21348314606741572,0.20064908590351005,0.20706611598546287,False
6,8,Marissa Jaret Winokur,0.18726591760299627,0.1977783158568408,0.19252211672991854,False
6,8,Jason Taylor,0.1947565543071161,0.19831575982364752,0.1965361570653818,False
6,8,Kristi Yamaguchi,0.20599250936329588,0.21364477359966577,0.20981864148148083,False
6,8,Mario,0.19850187265917604,0.18961206481633583,0.19405696873775594,True
6,9,Cristian de la Fuente,0.2545454545454545,0.2486424068482598,0.25159393069685715,False
6,9,Marissa Jaret Winokur,0.23636363636363636,0.2443797233666904,0.2403716798651634,True
6,9,Jason Taylor,0.25,0.24610797825735756,0.24805398912867876,False
6,9,Kristi Yamaguchi,0.2590909090909091,0.2608698915276922,0.25998040030930064,False
6,10,Cristian de la Fuente,0.3076923076923077,0.32806504142743664,0.3178786745598722,False
6,10,Jason Taylor,0.33727810650887574,0.328450633345954,0.33286436992741486,False
6,10,Kristi Yamaguchi,0.35502958579881655,0.3434843252266094,0.34925695551271296,False
7,1,Ted McGinley,0.07341269841269842,0.06270618716267165,0.06805944278768503,True
7,1,Cloris Leachman,0.06349206349206349,0.07419856547103171,0.0688453144815476,False
7,1,Susan Lucci,0.07341269841269842,0.07341269925552193,0.07341269883411017,False
7,1,Cody Linley,0.08134920634920635,0.08134920719202987,0.0813492067706181,False
7,1,Misty May-Treanor,0.08333333333333333,0.08333333417615683,0.08333333375474508,False
7,1,Maurice Greene,0.07738095238095238,0.07738095322377589,0.07738095280236414,False
7,1,Warren Sapp,0.08531746031746032,0.08531746116028383,0.08531746073887207,False
7,1,Jeffrey Ross,0.047619047619047616,0.04761904846187112,0.04761904804045937,True
7,1,Toni Braxton,0.08928571428571429,0.0892857151285378,0.08928571470712604,False
7,1,Lance Bass,0.08531746031746032,0.08531746116028383,0.08531746073887207,False
7,1,Kim Kardashian,0.07341269841269842,0.07341269925552192,0.07341269883411017,False
7,1,Rocco DiSpirito,0.06944444444444445,0.06944444528726795,0.0694444448658562,False
7,1,Brooke Burke,0.09722222222222222,0.09722222306504573,0.09722222264363398,False
7,2,Cloris Leachman,0.06787330316742081,0.08606743368137465,0.07697036842439772,False
7,2,Susan Lucci,0.09502262443438914,0.08455330431129808,0.08978796437284361,False
7,2,Cody Linley,0.09502262443438914,0.09172837304384587,0.0933754987391175,False
7,2,Misty May-Treanor,0.09502262443438914,0.09352214022474026,0.0942723823295647,False
7,2,Maurice Greene,0.08597285067873303,0.08727259125634931,0.08662272096754117,False
7,2,Warren Sapp,0.1085972850678733,0.09661827854059346,0.10260778180423338,False
7,2,Toni Braxton,0.10407239819004525,0.09977168919264742,0.10192204369134633,False
7,2,Lance Bass,0.09049773755656108,0.09488178369492645,0.09268976062574377,False
7,2,Kim Kardashian,0.07692307692307693,0.0765084277793086,0.07671575235119277,True
7,2,Rocco DiSpirito,0.07239819004524888,0.08169509664171562,0.07704664334348224,False
7,2,Brooke Burke,0.1085972850678733,0.10738088163320035,0.10798908335053684,False
7,3,Cloris Leachman,0.08040201005025126,0.1027271999562917,0.09156460500327149,False
7,3,Susan Lucci,0.10552763819095477,0.10363486679844139,0.10458125249469807,False
7,3,Cody Linley,0.10552763819095477,0.11015765653472676,0.10784264736284077,False
7,3,Maurice Greene,0.12060301507537688,0.10747743465861823,0.11404022486699755,False
7,3,Warren Sapp,0.12562814070351758,0.11643034361172788,0.12102924215762273,False
7,3,Toni Braxton,0.11055276381909548,0.11792659170049793,0.11423967775979671,False
7,3,Lance Bass,0.11055276381909548,0.11348122308536526,0.11201699345223037,False
7,3,Rocco DiSpirito,0.10050251256281408,0.10057966658482828,0.10054108957382119,False
7,3,Brooke Burke,0.1407035175879397,0.12758501706950254,0.13414426732872112,False
7,4,Cloris Leachman,0.10837438423645321,0.10324058034111329,0.10580748228878326,False
7,4,Susan Lucci,0.11822660098522167,0.10496138807539082,0.11159399453030625,False
7,4,Cody Linley,0.11330049261083744,0.11044336890325526,0.11187193075704635,False
7,4,Maurice Greene,0.09852216748768473,0.10666331946898085,0.10259274347833279,False
7,4,Warren Sapp,0.10837438423645321,0.11569798367325845,0.11203618395485583,False
7,4,Toni Braxton,0.10837438423645321,0.11705820921227779,0.1127162967243655,False
7,4,Lance Bass,0.12807881773399016,0.11480827713284425,0.1214435474334172,False
7,4,Rocco DiSpirito,0.08866995073891626,0.09949696515256477,0.09408345794574052,True
7,4,Brooke Burke,0.12807881773399016,0.12762990804031457,0.12785436288715235,False
7,5,Cloris Leachman,0.1076923076923077,0.12224228681973583,0.11496729725602176,False
7,5,Susan Lucci,0.11282051282051282,0.11924733891964644,0.11603392587007963,False
7,5,Cody Linley,0.14358974358974358,0.12477211620590901,0.1341809298978263,False
