season,week,contestant,judge_score_norm,fan_vote_norm,total_score,is_eliminated
3,5,Jerry Springer,0.13259668508287292,0.14364640883977906,0.138121546961326,False
3,6,Monique Coleman,0.19491525423728814,0.19491525423728806,0.19491525423728812,False
3,6,Joey Lawrence,0.2033898305084746,0.2033898305084746,0.2033898305084746,False
3,6,Mario Lopez,0.23728813559322035,0.23728813559322037,0.23728813559322037,False
3,6,Emmitt Smith,0.211864406779661,0.211864406779661,0.211864406779661,False
3,6,Jerry Springer,0.15254237288135594,0.15254237288135594,0.15254237288135594,False
3,7,Monique Coleman,0.2,0.2,0.2,False
3,7,Joey Lawrence,0.2111111111111111,0.21111111111111105,0.21111111111111108,False
3,7,Mario Lopez,0.2074074074074074,0.2074074074074074,0.2074074074074074,False
3,7,Emmitt Smith,0.2111111111111111,0.21111111111111114,0.21111111111111114,False
3,7,Jerry Springer,0.17037037037037037,0.17037037037037045,0.1703703703703704,True
3,8,Monique Coleman,0.24311926605504589,0.24311926605504589,0.24311926605504589,True
3,8,Joey Lawrence,0.24770642201834864,0.2477064220183487,0.24770642201834867,False
3,8,Mario Lopez,0.26146788990825687,0.26146788990825687,0.26146788990825687,False
3,8,Emmitt Smith,0.24770642201834864,0.24770642201834858,0.2477064220183486,False
3,9,Joey Lawrence,0.3333333333333333,0.3333333333333334,0.33333333333333337,False
3,9,Mario Lopez,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
3,9,Emmitt Smith,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
3,10,Mario Lopez,0.5,0.5,0.5,False
3,10,Emmitt Smith,0.5,0.5,0.5,False
4,1,John Ratzenberger,0.0825242718446602,0.0825242718446602,0.0825242718446602,False
4,1,Ian Ziering,0.10194174757281553,0.10194174757281556,0.10194174757281554,False
4,1,Clyde Drexler,0.07766990291262135,0.07766990291262131,0.07766990291262132,False
4,1,Laila Ali,0.11165048543689321,0.11165048543689322,0.11165048543689321,False
4,1,Apolo Anton Ohno,0.10194174757281553,0.10194174757281559,0.10194174757281556,False
4,1,Shandi Finnessey,0.09223300970873786,0.09223300970873786,0.09223300970873786,False
4,1,Paulina Porizkova,0.09223300970873786,0.09223300970873786,0.09223300970873786,False
4,1,Heather Mills,0.08737864077669903,0.08737864077669903,0.08737864077669903,False
4,1,Billy Ray Cyrus,0.06310679611650485,0.06310679611650485,0.06310679611650485,False
4,1,Joey Fatone,0.11650485436893204,0.11650485436893222,0.11650485436893213,False
4,1,Leeza Gibbons,0.07281553398058252,0.07281553398058252,0.07281553398058252,False
4,2,John Ratzenberger,0.08571428571428572,0.08571428571428577,0.08571428571428574,False
4,2,Ian Ziering,0.08979591836734693,0.08979591836734693,0.08979591836734693,False
4,2,Clyde Drexler,0.07346938775510205,0.08571428571428577,0.07959183673469392,False
4,2,Laila Ali,0.11020408163265306,0.11020408163265302,0.11020408163265305,False
4,2,Apolo Anton Ohno,0.10612244897959183,0.10612244897959183,0.10612244897959183,False
4,2,Shandi Finnessey,0.08163265306122448,0.08163265306122448,0.08163265306122448,False
4,2,Paulina Porizkova,0.08571428571428572,0.07346938775510206,0.07959183673469389,True
4,2,Heather Mills,0.09795918367346938,0.09795918367346934,0.09795918367346937,False
4,2,Billy Ray Cyrus,0.08571428571428572,0.08571428571428572,0.08571428571428572,False
4,2,Joey Fatone,0.09795918367346938,0.09795918367346937,0.09795918367346937,False
4,2,Leeza Gibbons,0.08571428571428572,0.08571428571428572,0.08571428571428572,False
4,3,John Ratzenberger,0.09174311926605505,0.09174311926605505,0.09174311926605505,False
4,3,Ian Ziering,0.11009174311926606,0.11009174311926609,0.11009174311926608,False
4,3,Clyde Drexler,0.07339449541284404,0.09633027522935778,0.08486238532110091,False
4,3,Laila Ali,0.0963302752293578,0.09633027522935778,0.09633027522935779,False
4,3,Apolo Anton Ohno,0.10550458715596331,0.10550458715596331,0.10550458715596331,False
4,3,Shandi Finnessey,0.0963302752293578,0.07339449541284401,0.08486238532110091,True
4,3,Heather Mills,0.11009174311926606,0.11009174311926606,0.11009174311926606,False
4,3,Billy Ray Cyrus,0.0963302752293578,0.0963302752293578,0.0963302752293578,False
4,3,Joey Fatone,0.11009174311926606,0.11009174311926603,0.11009174311926605,False
4,3,Leeza Gibbons,0.11009174311926606,0.11009174311926609,0.11009174311926608,False
4,4,John Ratzenberger,0.08421052631578947,0.08421052631578947,0.08421052631578947,False
4,4,Ian Ziering,0.12631578947368421,0.12631578947368421,0.12631578947368421,False
4,4,Clyde Drexler,0.07894736842105263,0.08421052631578949,0.08157894736842106,False
4,4,Laila Ali,0.11052631578947368,0.11052631578947364,0.11052631578947367,False
4,4,Apolo Anton Ohno,0.1368421052631579,0.13684210526315788,0.13684210526315788,False
4,4,Heather Mills,0.12105263157894737,0.1210526315789473,0.12105263157894733,False
4,4,Billy Ray Cyrus,0.11052631578947368,0.11052631578947368,0.11052631578947368,False
4,4,Joey Fatone,0.14736842105263157,0.14736842105263154,0.14736842105263154,False
4,4,Leeza Gibbons,0.08421052631578947,0.07894736842105264,0.08157894736842106,True
4,5,John Ratzenberger,0.10227272727272728,0.10227272727272728,0.10227272727272728,False
4,5,Ian Ziering,0.13636363636363635,0.13636363636363633,0.13636363636363635,False
4,5,Clyde Drexler,0.07386363636363637,0.07386363636363635,0.07386363636363635,True
4,5,Laila Ali,0.1590909090909091,0.1590909090909091,0.1590909090909091,False
4,5,Apolo Anton Ohno,0.17045454545454544,0.17045454545454544,0.17045454545454544,False
4,5,Heather Mills,0.11931818181818182,0.1193181818181819,0.11931818181818186,False
4,5,Billy Ray Cyrus,0.09659090909090909,0.09659090909090909,0.09659090909090909,False
4,5,Joey Fatone,0.14204545454545456,0.14204545454545456,0.14204545454545456,False
4,6,John Ratzenberger,0.11176470588235295,0.13529411764705887,0.12352941176470592,False
4,6,Ian Ziering,0.1411764705882353,0.1411764705882353,0.1411764705882353,False
4,6,Laila Ali,0.16470588235294117,0.16470588235294117,0.16470588235294117,False
4,6,Apolo Anton Ohno,0.16470588235294117,0.16470588235294117,0.16470588235294117,False
4,6,Heather Mills,0.13529411764705881,0.111764705882353,0.12352941176470592,True
4,6,Billy Ray Cyrus,0.12352941176470589,0.12352941176470593,0.12352941176470592,False
4,6,Joey Fatone,0.1588235294117647,0.1588235294117647,0.1588235294117647,False
4,7,John Ratzenberger,0.14563106796116504,0.12297734627831713,0.1343042071197411,True
4,7,Ian Ziering,0.17475728155339806,0.17475728155339806,0.17475728155339806,False
4,7,Laila Ali,0.19093851132686085,0.19093851132686085,0.19093851132686085,False
4,7,Apolo Anton Ohno,0.17475728155339806,0.17475728155339806,0.17475728155339806,False
4,7,Billy Ray Cyrus,0.12297734627831715,0.14563106796116504,0.1343042071197411,False
4,7,Joey Fatone,0.19093851132686085,0.19093851132686085,0.19093851132686085,False
4,8,Ian Ziering,0.18725099601593626,0.18725099601593614,0.1872509960159362,False
4,8,Laila Ali,0.21115537848605578,0.21115537848605578,0.21115537848605578,False
4,8,Apolo Anton Ohno,0.23107569721115537,0.23107569721115537,0.23107569721115537,False
4,8,Billy Ray Cyrus,0.15139442231075698,0.1513944223107569,0.15139442231075695,True
4,8,Joey Fatone,0.21912350597609562,0.21912350597609578,0.2191235059760957,False
4,9,Ian Ziering,0.24472573839662448,0.24472573839662448,0.24472573839662448,True
4,9,Laila Ali,0.25316455696202533,0.2531645569620254,0.25316455696202533,False
4,9,Apolo Anton Ohno,0.2489451476793249,0.2489451476793249,0.2489451476793249,False
4,9,Joey Fatone,0.25316455696202533,0.2531645569620253,0.25316455696202533,False
4,10,Laila Ali,0.3281854310465651,0.3281854310465651,0.3281854310465651,False
4,10,Apolo Anton Ohno,0.33976850076853665,0.33976850076853676,0.3397685007685367,False
4,10,Joey Fatone,0.3320460681848982,0.3320460681848982,0.3320460681848982,False
5,1,Cameron Mathison,0.08171206225680934,0.0817120622568091,0.08171206225680921,False
5,1,Jane Seymour,0.0933852140077821,0.0933852140077821,0.0933852140077821,False
5,1,Sabrina Bryan,0.10116731517509728,0.10116731517509728,0.10116731517509728,False
5,1,Jennie Garth,0.08171206225680934,0.08171206225680937,0.08171206225680935,False
5,1,Floyd Mayweather Jr. ,0.07003891050583658,0.07003891050583658,0.07003891050583658,False
5,1,Josie Maran,0.0622568093385214,0.06225680933852143,0.062256809338521416,True
5,1,Albert Reed,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
5,1,Helio Castroneves,0.09727626459143969,0.09727626459143969,0.09727626459143969,False
5,1,Mel B,0.0933852140077821,0.0933852140077821,0.0933852140077821,False
5,1,Wayne Newton,0.07392996108949416,0.07392996108949416,0.07392996108949416,False
5,1,Marie Osmond,0.08171206225680934,0.08171206225680944,0.08171206225680938,False
5,1,Mark Cuban,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
5,2,Cameron Mathison,0.08823529411764706,0.08823529411764695,0.08823529411764701,False
5,2,Jane Seymour,0.08823529411764706,0.08823529411764706,0.08823529411764706,False
5,2,Sabrina Bryan,0.1092436974789916,0.10924369747899164,0.10924369747899162,False
5,2,Jennie Garth,0.08823529411764706,0.08823529411764709,0.08823529411764708,False
5,2,Floyd Mayweather Jr. ,0.08823529411764706,0.08823529411764706,0.08823529411764706,False
5,2,Albert Reed,0.08823529411764706,0.0630252100840336,0.07563025210084033,True
5,2,Helio Castroneves,0.1134453781512605,0.1134453781512605,0.1134453781512605,False
5,2,Mel B,0.09663865546218488,0.09663865546218485,0.09663865546218486,False
5,2,Wayne Newton,0.06302521008403361,0.08823529411764705,0.07563025210084033,False
5,2,Marie Osmond,0.10084033613445378,0.10084033613445383,0.10084033613445381,False
5,2,Mark Cuban,0.07563025210084033,0.07563025210084033,0.07563025210084033,False
5,3,Cameron Mathison,0.09623430962343096,0.09623430962343096,0.09623430962343096,False
5,3,Jane Seymour,0.11297071129707113,0.11297071129707116,0.11297071129707115,False
5,3,Sabrina Bryan,0.11297071129707113,0.11297071129707113,0.11297071129707113,False
5,3,Jennie Garth,0.1087866108786611,0.10878661087866105,0.10878661087866107,False
5,3,Floyd Mayweather Jr. ,0.08786610878661087,0.08786610878661087,0.08786610878661087,False
5,3,Helio Castroneves,0.100418410041841,0.10041841004184114,0.10041841004184107,False
5,3,Mel B,0.11297071129707113,0.11297071129707113,0.11297071129707113,False
5,3,Wayne Newton,0.07531380753138076,0.07531380753138076,0.07531380753138076,True
5,3,Marie Osmond,0.1087866108786611,0.10878661087866105,0.10878661087866107,False
5,3,Mark Cuban,0.08368200836820083,0.08368200836820082,0.08368200836820083,False
5,4,Cameron Mathison,0.11538461538461539,0.11538461538461547,0.11538461538461543,False
5,4,Jane Seymour,0.1111111111111111,0.1111111111111111,0.1111111111111111,False
5,4,Sabrina Bryan,0.1282051282051282,0.1282051282051282,0.1282051282051282,False
5,4,Jennie Garth,0.11538461538461539,0.11538461538461536,0.11538461538461538,False
5,4,Floyd Mayweather Jr. ,0.09829059829059829,0.09401709401709385,0.09615384615384606,True
5,4,Helio Castroneves,0.11538461538461539,0.11538461538461547,0.11538461538461543,False
5,4,Mel B,0.1111111111111111,0.1111111111111111,0.1111111111111111,False
5,4,Marie Osmond,0.1111111111111111,0.11111111111111116,0.11111111111111113,False
5,4,Mark Cuban,0.09401709401709402,0.09829059829059819,0.0961538461538461,False
5,5,Cameron Mathison,0.1306532663316583,0.1306532663316583,0.1306532663316583,False
5,5,Jane Seymour,0.1306532663316583,0.1306532663316583,0.1306532663316583,False
5,5,Sabrina Bryan,0.1407035175879397,0.1407035175879397,0.1407035175879397,False
5,5,Jennie Garth,0.12562814070351758,0.12562814070351758,0.12562814070351758,False
5,5,Helio Castroneves,0.11557788944723618,0.11557788944723621,0.1155778894472362,False
5,5,Mel B,0.1457286432160804,0.1457286432160804,0.1457286432160804,False
5,5,Marie Osmond,0.10552763819095477,0.10552763819095477,0.10552763819095477,False
5,5,Mark Cuban,0.10552763819095477,0.10552763819095477,0.10552763819095477,True
5,6,Cameron Mathison,0.1388888888888889,0.1388888888888889,0.1388888888888889,False
5,6,Jane Seymour,0.12222222222222222,0.13703703703703707,0.12962962962962965,False
5,6,Sabrina Bryan,0.1388888888888889,0.12037037037037039,0.12962962962962965,True
5,6,Jennie Garth,0.15,0.15,0.15,False
5,6,Helio Castroneves,0.15555555555555556,0.15555555555555556,0.15555555555555556,False
5,6,Mel B,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
5,6,Marie Osmond,0.12777777777777777,0.13148148148148153,0.12962962962962965,False
5,7,Cameron Mathison,0.16346153846153846,0.16346153846153844,0.16346153846153844,False
5,7,Jane Seymour,0.16025641025641027,0.1602564102564104,0.16025641025641035,True
5,7,Jennie Garth,0.16987179487179488,0.16987179487179482,0.16987179487179485,False
5,7,Helio Castroneves,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
5,7,Mel B,0.17307692307692307,0.17307692307692307,0.17307692307692307,False
5,7,Marie Osmond,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
5,8,Cameron Mathison,0.19391634980988592,0.18631178707224338,0.19011406844106465,True
5,8,Jennie Garth,0.19011406844106463,0.19011406844106463,0.19011406844106463,False
5,8,Helio Castroneves,0.21673003802281368,0.21673003802281368,0.21673003802281368,False
5,8,Mel B,0.21292775665399238,0.21292775665399238,0.21292775665399238,False
5,8,Marie Osmond,0.18631178707224336,0.19391634980988595,0.19011406844106465,False
5,9,Jennie Garth,0.24786324786324787,0.23931623931623935,0.2435897435897436,True
5,9,Helio Castroneves,0.2564102564102564,0.2564102564102564,0.2564102564102564,False
5,9,Mel B,0.2564102564102564,0.2564102564102564,0.2564102564102564,False
5,9,Marie Osmond,0.23931623931623933,0.2478632478632479,0.2435897435897436,False
5,10,Helio Castroneves,0.35294095402801606,0.35294095402801606,0.35294095402801606,False
5,10,Mel B,0.35714222688890257,0.3571422268889026,0.3571422268889026,False
5,10,Marie Osmond,0.2899168190830813,0.2899168190830813,0.2899168190830813,False
6,1,Cristian de la Fuente,0.08641975308641975,0.08641975308641975,0.08641975308641975,False
6,1,Steve Guttenberg,0.07407407407407407,0.07407407407407407,0.07407407407407407,False
6,1,Priscilla Presley,0.09876543209876543,0.09876543209876543,0.09876543209876543,False
6,1,Marlee Matlin,0.09053497942386832,0.0905349794238684,0.09053497942386836,False
6,1,Shannon Elizabeth,0.08641975308641975,0.08641975308641991,0.08641975308641983,False
6,1,Marissa Jaret Winokur,0.07407407407407407,0.07407407407407396,0.07407407407407401,False
6,1,Jason Taylor,0.09053497942386832,0.09053497942386807,0.09053497942386819,False
6,1,Kristi Yamaguchi,0.1111111111111111,0.11111111111111116,0.11111111111111113,False
6,1,Monica Seles,0.06172839506172839,0.06172839506172839,0.06172839506172839,False
6,1,Penn Jillette,0.06584362139917696,0.06584362139917696,0.06584362139917696,False
6,1,Adam Carolla,0.06172839506172839,0.06172839506172839,0.06172839506172839,False
6,1,Mario,0.09876543209876543,0.09876543209876543,0.09876543209876543,False
6,2,Cristian de la Fuente,0.07782101167315175,0.07782101167315172,0.07782101167315174,False
6,2,Steve Guttenberg,0.0622568093385214,0.06614785992217896,0.06420233463035019,False
6,2,Priscilla Presley,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
6,2,Marlee Matlin,0.0933852140077821,0.09338521400778212,0.0933852140077821,False
6,2,Shannon Elizabeth,0.0933852140077821,0.0933852140077821,0.0933852140077821,False
6,2,Marissa Jaret Winokur,0.08171206225680934,0.08171206225680934,0.08171206225680934,False
6,2,Jason Taylor,0.10505836575875487,0.10505836575875487,0.10505836575875487,False
6,2,Kristi Yamaguchi,0.10505836575875487,0.10505836575875487,0.10505836575875487,False
6,2,Monica Seles,0.058365758754863814,0.05836575875486383,0.05836575875486382,True
6,2,Penn Jillette,0.06614785992217899,0.06225680933852139,0.06420233463035019,True
6,2,Adam Carolla,0.07392996108949416,0.07392996108949416,0.07392996108949416,False
6,2,Mario,0.10116731517509728,0.10116731517509728,0.10116731517509728,False
6,3,Cristian de la Fuente,0.10964912280701754,0.10964912280701754,0.10964912280701754,False
6,3,Steve Guttenberg,0.09210526315789473,0.08333333333333344,0.08771929824561409,True
6,3,Priscilla Presley,0.11403508771929824,0.11403508771929824,0.11403508771929824,False
6,3,Marlee Matlin,0.09210526315789473,0.0921052631578947,0.09210526315789472,False
6,3,Shannon Elizabeth,0.10526315789473684,0.10526315789473684,0.10526315789473684,False
6,3,Marissa Jaret Winokur,0.08333333333333333,0.09210526315789479,0.08771929824561406,False
6,3,Jason Taylor,0.10087719298245613,0.10087719298245613,0.10087719298245613,False
6,3,Kristi Yamaguchi,0.11842105263157894,0.11842105263157894,0.11842105263157894,False
6,3,Adam Carolla,0.09210526315789473,0.0921052631578947,0.09210526315789472,False
6,3,Mario,0.09210526315789473,0.09210526315789468,0.0921052631578947,False
6,4,Cristian de la Fuente,0.11555555555555555,0.11555555555555555,0.11555555555555555,False
6,4,Priscilla Presley,0.09777777777777778,0.09777777777777785,0.09777777777777782,False
6,4,Marlee Matlin,0.10666666666666667,0.10666666666666667,0.10666666666666667,False
6,4,Shannon Elizabeth,0.12444444444444444,0.12444444444444436,0.1244444444444444,False
6,4,Marissa Jaret Winokur,0.10666666666666667,0.10666666666666667,0.10666666666666667,False
6,4,Jason Taylor,0.1288888888888889,0.1288888888888889,0.1288888888888889,False
6,4,Kristi Yamaguchi,0.1288888888888889,0.1288888888888889,0.1288888888888889,False
6,4,Adam Carolla,0.08444444444444445,0.08444444444444443,0.08444444444444443,True
6,4,Mario,0.10666666666666667,0.10666666666666667,0.10666666666666667,False
6,5,Cristian de la Fuente,0.11734693877551021,0.11734693877551021,0.11734693877551021,False
6,5,Priscilla Presley,0.10714285714285714,0.1071428571428571,0.10714285714285712,True
6,5,Marlee Matlin,0.11224489795918367,0.1122448979591838,0.11224489795918374,False
6,5,Shannon Elizabeth,0.11734693877551021,0.11734693877551021,0.11734693877551021,False
6,5,Marissa Jaret Winokur,0.12244897959183673,0.12244897959183673,0.12244897959183673,False
6,5,Jason Taylor,0.1377551020408163,0.1377551020408163,0.1377551020408163,False
6,5,Kristi Yamaguchi,0.14795918367346939,0.14795918367346939,0.14795918367346939,False
6,5,Mario,0.1377551020408163,0.1377551020408163,0.1377551020408163,False
6,6,Cristian de la Fuente,0.15,0.15,0.15,False
6,6,Marlee Matlin,0.11666666666666667,0.11666666666666667,0.11666666666666667,True
6,6,Shannon Elizabeth,0.13333333333333333,0.13333333333333333,0.13333333333333333,False
6,6,Marissa Jaret Winokur,0.14444444444444443,0.14444444444444446,0.14444444444444443,False
6,6,Jason Taylor,0.13333333333333333,0.13333333333333333,0.13333333333333333,False
6,6,Kristi Yamaguchi,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
6,6,Mario,0.15555555555555556,0.15555555555555559,0.15555555555555556,False
6,7,Cristian de la Fuente,0.1488673139158576,0.16504854368932037,0.156957928802589,False
6,7,Shannon Elizabeth,0.1650485436893204,0.14886731391585759,0.156957928802589,True
6,7,Marissa Jaret Winokur,0.16828478964401294,0.16828478964401294,0.16828478964401294,False
6,7,Jason Taylor,0.1779935275080906,0.1779935275080906,0.1779935275080906,False
6,7,Kristi Yamaguchi,0.17475728155339806,0.17475728155339806,0.17475728155339806,False
6,7,Mario,0.1650485436893204,0.1650485436893204,0.1650485436893204,False
6,8,Cristian de la Fuente,0.21348314606741572,0.21348314606741572,0.21348314606741572,False
6,8,Marissa Jaret Winokur,0.18726591760299627,0.19850187265917602,0.19288389513108614,False
6,8,Jason Taylor,0.1947565543071161,0.1947565543071161,0.1947565543071161,False
6,8,Kristi Yamaguchi,0.20599250936329588,0.20599250936329588,0.20599250936329588,False
6,8,Mario,0.19850187265917604,0.18726591760299624,0.19288389513108614,True
6,9,Cristian de la Fuente,0.2545454545454545,0.2545454545454545,0.2545454545454545,False
6,9,Marissa Jaret Winokur,0.23636363636363636,0.23636363636363633,0.23636363636363633,True
6,9,Jason Taylor,0.25,0.25,0.25,False
6,9,Kristi Yamaguchi,0.2590909090909091,0.25909090909090915,0.25909090909090915,False
6,10,Cristian de la Fuente,0.3076923076923077,0.3076923076923077,0.3076923076923077,False
6,10,Jason Taylor,0.33727810650887574,0.33727810650887574,0.33727810650887574,False
6,10,Kristi Yamaguchi,0.35502958579881655,0.35502958579881655,0.35502958579881655,False
7,1,Ted McGinley,0.07341269841269842,0.06349206349206354,0.06845238095238099,True
7,1,Cloris Leachman,0.06349206349206349,0.07341269841269844,0.06845238095238096,False
7,1,Susan Lucci,0.07341269841269842,0.07341269841269839,0.0734126984126984,False
7,1,Cody Linley,0.08134920634920635,0.08134920634920627,0.08134920634920631,False
7,1,Misty May-Treanor,0.08333333333333333,0.08333333333333333,0.08333333333333333,False
7,1,Maurice Greene,0.07738095238095238,0.07738095238095237,0.07738095238095238,False
7,1,Warren Sapp,0.08531746031746032,0.08531746031746032,0.08531746031746032,False
7,1,Jeffrey Ross,0.047619047619047616,0.047619047619047616,0.047619047619047616,True
7,1,Toni Braxton,0.08928571428571429,0.08928571428571429,0.08928571428571429,False
7,1,Lance Bass,0.08531746031746032,0.08531746031746032,0.08531746031746032,False
7,1,Kim Kardashian,0.07341269841269842,0.07341269841269842,0.07341269841269842,False
7,1,Rocco DiSpirito,0.06944444444444445,0.06944444444444443,0.06944444444444445,False
7,1,Brooke Burke,0.09722222222222222,0.0972222222222222,0.09722222222222221,False
7,2,Cloris Leachman,0.06787330316742081,0.07692307692307693,0.07239819004524886,False
7,2,Susan Lucci,0.09502262443438914,0.09502262443438914,0.09502262443438914,False
7,2,Cody Linley,0.09502262443438914,0.09502262443438897,0.09502262443438905,False
7,2,Misty May-Treanor,0.09502262443438914,0.09502262443438919,0.09502262443438916,False
7,2,Maurice Greene,0.08597285067873303,0.08597285067873307,0.08597285067873306,False
7,2,Warren Sapp,0.1085972850678733,0.1085972850678733,0.1085972850678733,False
7,2,Toni Braxton,0.10407239819004525,0.10407239819004527,0.10407239819004527,False
7,2,Lance Bass,0.09049773755656108,0.0904977375565611,0.0904977375565611,False
7,2,Kim Kardashian,0.07692307692307693,0.0678733031674208,0.07239819004524886,True
7,2,Rocco DiSpirito,0.07239819004524888,0.07239819004524883,0.07239819004524886,False
7,2,Brooke Burke,0.1085972850678733,0.1085972850678733,0.1085972850678733,False
7,3,Cloris Leachman,0.08040201005025126,0.08040201005025126,0.08040201005025126,False
7,3,Susan Lucci,0.10552763819095477,0.10552763819095473,0.10552763819095476,False
7,3,Cody Linley,0.10552763819095477,0.10552763819095477,0.10552763819095477,False
7,3,Maurice Greene,0.12060301507537688,0.12060301507537685,0.12060301507537687,False
7,3,Warren Sapp,0.12562814070351758,0.12562814070351758,0.12562814070351758,False
7,3,Toni Braxton,0.11055276381909548,0.11055276381909548,0.11055276381909548,False
7,3,Lance Bass,0.11055276381909548,0.11055276381909551,0.1105527638190955,False
7,3,Rocco DiSpirito,0.10050251256281408,0.10050251256281406,0.10050251256281406,False
7,3,Brooke Burke,0.1407035175879397,0.1407035175879397,0.1407035175879397,False
7,4,Cloris Leachman,0.10837438423645321,0.10837438423645329,0.10837438423645325,False
7,4,Susan Lucci,0.11822660098522167,0.11822660098522168,0.11822660098522167,False
7,4,Cody Linley,0.11330049261083744,0.11330049261083742,0.11330049261083744,False
7,4,Maurice Greene,0.09852216748768473,0.09852216748768472,0.09852216748768472,False
7,4,Warren Sapp,0.10837438423645321,0.10837438423645326,0.10837438423645324,False
7,4,Toni Braxton,0.10837438423645321,0.10837438423645322,0.10837438423645321,False
7,4,Lance Bass,0.12807881773399016,0.12807881773399,0.12807881773399007,False
7,4,Rocco DiSpirito,0.08866995073891626,0.08866995073891626,0.08866995073891626,True
7,4,Brooke Burke,0.12807881773399016,0.12807881773399016,0.12807881773399016,False
7,5,Cloris Leachman,0.1076923076923077,0.11111111111111112,0.1094017094017094,False
7,5,Susan Lucci,0.11282051282051282,0.11282051282051282,0.11282051282051282,False
7,5,Cody Linley,0.14358974358974358,0.14358974358974358,0.14358974358974358,False
7,5,Maurice Greene,0.13846153846153847,0.13846153846153847,0.13846153846153847,False
7,5,Warren Sapp,0.1282051282051282,0.1282051282051282,0.1282051282051282,False
