"score_id","performance_id","judge_id","judge_score"
118,21,1,6.0
119,21,2,7.0
120,21,3,6.0
121,22,1,6.0
122,22,2,6.0
123,22,3,6.0
124,23,1,7.0
125,23,2,8.0
126,23,3,7.0
127,24,1,7.0
128,24,2,7.0
129,24,3,7.0
130,25,1,6.0
131,25,2,6.0
132,25,4,6.0
133,25,3,7.0
134,26,1,6.0
135,26,2,5.0
136,26,3,5.0
137,27,1,9.0
138,27,2,8.0
139,27,3,9.0
140,28,1,7.0
141,28,2,7.0
142,28,3,7.0
143,29,1,8.0
144,29,2,8.0
145,29,3,8.0
146,30,1,8.0
147,30,2,8.0
148,30,3,8.0
149,31,1,6.0
150,31,2,6.0
151,31,4,6.0
152,31,3,7.0
153,32,1,6.0
154,32,2,6.0
155,32,3,7.0
156,33,1,5.0
157,33,2,4.0
158,33,3,4.0
159,34,1,5.0
160,34,2,5.0
161,34,3,5.0
162,35,1,8.0
163,35,2,8.0
164,35,3,8.0
165,36,1,5.0
166,36,2,5.0
167,36,3,5.0
168,37,1,5.0
169,37,2,4.0
170,37,3,3.0
171,38,1,6.0
172,38,2,6.0
173,38,3,7.0
174,39,1,8.0
175,39,2,8.0
176,39,3,8.0
177,40,1,8.0
178,40,2,6.5
179,40,3,7.5
180,41,1,7.5
181,41,2,7.5
182,41,3,7.5
183,42,1,7.0
184,42,2,7.5
185,42,3,7.0
186,43,1,5.5
187,43,2,5.5
188,43,3,6.0
189,44,1,7.0
190,44,2,7.0
191,44,3,7.0
192,45,1,7.0
193,45,2,7.0
194,45,3,7.0
195,46,1,6.0
196,46,2,5.0
197,46,3,5.0
198,47,1,7.0
199,47,2,6.0
200,47,3,6.0
201,48,1,8.0
202,48,2,7.0
203,48,3,7.0
204,49,1,7.0
205,49,2,8.0
206,49,3,7.0
207,50,1,7.0
208,50,2,7.0
209,50,3,7.0
210,51,1,7.0
211,51,2,7.0
212,51,3,7.0
213,52,1,8.0
214,52,2,8.0
215,52,3,8.0
216,53,1,6.0
217,53,2,7.0
218,53,3,7.0
219,54,1,4.0
220,54,2,4.0
221,54,3,4.0
222,55,1,7.0
223,55,2,8.0
224,55,3,8.0
225,56,1,7.0
226,56,2,7.0
227,56,3,7.0
228,57,1,5.0
229,57,2,4.0
230,57,3,5.0
231,58,1,7.0
232,58,2,7.0
233,58,3,7.0
234,59,1,6.0
235,59,2,6.0
236,59,3,6.0
237,60,1,8.0
238,60,2,6.0
239,60,3,8.0
240,61,1,6.0
241,61,2,5.0
242,61,3,5.0
243,62,1,4.0
244,62,2,4.0
245,62,3,4.0
246,63,1,6.0
247,63,2,7.0
248,63,3,6.0
249,64,1,5.0
250,64,2,5.0
251,64,3,5.0
252,65,1,6.0
253,65,2,6.0
254,65,3,6.0
255,66,1,7.0
256,66,2,7.0
257,66,3,7.0
258,67,1,7.0
259,67,2,5.0
260,67,3,7.0
261,68,1,8.0
262,68,2,7.0
263,68,3,8.0
264,69,1,7.0
265,69,2,7.0
266,69,3,7.0
267,70,1,5.0
268,70,2,5.0
269,70,3,5.0
270,71,1,6.0
271,71,2,6.0
272,71,3,6.0
273,72,1,7.0
274,72,2,7.0
275,72,3,7.0
276,73,1,7.0
277,73,2,6.0
278,73,3,7.0
279,74,1,7.0
280,74,2,5.0
281,74,3,6.0
282,75,1,8.0
283,75,2,7.0
284,75,3,8.0
285,76,1,6.0
286,76,2,5.0
287,76,3,5.0
288,77,1,7.0
289,77,2,7.0
290,77,3,7.0
291,78,1,5.0
292,78,2,6.0
293,78,3,4.0
294,79,1,7.0
295,79,2,6.0
296,79,3,7.0
297,80,1,6.0
298,80,2,6.0
299,80,3,5.0
300,81,1,6.0
301,81,2,5.0
302,81,3,5.0
303,82,1,6.0
304,82,2,5.0
305,82,3,6.0
306,83,1,8.0
307,83,2,8.0
308,83,3,8.0
309,84,1,6.0
310,84,2,7.0
311,84,3,7.0
312,85,1,7.0
313,85,2,6.0
314,85,4,7.0
315,85,3,7.0
316,86,1,7.0
317,86,2,7.0
318,86,4,7.0
319,86,3,7.0
320,87,1,8.0
321,87,2,7.0
322,87,4,8.0
323,87,3,8.0
324,88,1,6.0
325,88,2,5.0
326,88,4,5.0
327,88,3,6.0
328,89,1,7.0
329,89,2,7.0
330,89,4,6.0
331,89,3,7.0
332,90,1,7.0
333,90,2,6.0
334,90,3,7.0
335,91,1,5.0
336,91,4,5.0
337,91,3,5.0
338,92,1,7.0
339,92,2,7.0
340,92,3,7.0
341,93,1,8.0
342,93,2,8.0
343,93,4,8.0
344,93,3,8.0
345,94,1,7.0
346,94,2,7.0
347,94,4,7.0
348,94,3,8.0
349,95,1,6.0
350,95,2,6.0
351,95,4,5.0
352,95,3,5.0
353,96,1,5.0
354,96,2,5.0
355,96,4,5.0
356,96,3,5.0
357,97,1,7.0
358,97,2,8.0
359,97,3,8.0
360,98,1,6.0
361,98,2,5.0
362,98,3,6.0
363,99,1,6.0
364,99,2,6.0
365,99,3,7.0
366,100,1,6.0
367,100,2,5.0
368,100,3,5.0
369,101,1,6.0
370,101,2,6.0
371,101,3,6.0
372,102,1,7.0
373,102,2,7.0
374,102,3,8.0
375,103,1,9.0
376,103,2,8.0
377,103,3,9.0
378,104,1,7.0
379,104,2,5.0
380,104,3,6.0
381,105,1,5.0
382,105,2,6.0
383,105,3,6.0
384,106,1,6.0
385,106,2,8.0
386,106,3,8.0
387,107,1,7.5
388,107,2,7.0
389,107,3,7.5
390,108,1,8.0
391,108,2,8.0
392,108,3,8.0
393,109,1,6.5
394,109,2,6.5
395,109,3,6.5
396,110,1,7.0
397,110,2,7.0
398,110,3,7.5
399,111,1,7.0
400,111,2,7.0
401,111,3,7.5
402,112,1,7.0
403,112,2,7.0
404,112,3,7.0
405,113,1,8.0
406,113,2,8.0
407,113,3,8.0
408,114,1,7.0
409,114,2,6.0
410,114,3,7.0
411,115,1,5.0
412,115,2,5.0
413,115,3,5.0
414,116,1,5.0
415,116,2,5.0
416,116,3,6.0
417,117,1,6.0
418,117,2,6.0
419,117,3,6.0
420,118,1,5.0
421,118,2,5.0
422,118,3,5.0
423,119,1,7.0
424,119,2,7.0
425,119,3,7.0
426,120,1,7.0
427,120,2,7.0
428,120,3,7.0
429,121,1,8.0
430,121,2,8.0
431,121,3,8.0
432,122,1,8.0
433,122,2,8.0
434,122,3,7.0
435,123,1,9.0
436,123,2,9.0
437,123,3,9.0
438,124,1,8.0
439,124,2,8.0
440,124,3,8.0
441,125,1,6.0
442,125,2,6.0
443,125,3,6.0
444,126,1,7.0
445,126,2,6.0
446,126,3,7.0
447,127,1,6.0
448,127,2,6.0
449,127,3,6.0
450,128,1,8.0
451,128,2,7.0
452,128,3,8.0
453,129,1,7.0
454,129,2,7.0
455,129,3,7.0
456,130,1,7.0
457,130,2,6.0
458,130,3,7.0
459,131,1,8.0
460,131,2,7.0
461,131,3,8.0
462,132,1,8.0
463,132,2,7.0
464,132,3,8.0
465,133,1,7.0
466,133,2,8.0
467,133,3,8.0
468,134,1,6.0
469,134,2,7.0
470,134,3,7.0
471,135,1,7.0
472,135,2,6.0
473,135,3,6.0
474,136,1,6.0
475,136,2,5.0
476,136,3,6.0
477,137,1,6.0
478,137,2,6.0
479,137,3,6.0
480,138,1,6.0
481,138,2,8.0
482,138,3,7.0
483,139,1,7.0
484,139,2,7.0
485,139,3,7.0
486,140,1,7.0
487,140,2,6.0
488,140,3,8.0
489,141,1,5.0
490,141,2,5.0
491,141,3,5.0
492,142,1,6.0
493,142,2,6.0
494,142,3,6.0
495,143,1,8.0
496,143,2,8.0
497,143,3,8.0
498,144,1,9.0
499,144,2,9.0
500,144,3,9.0
501,145,1,8.0
502,145,2,7.0
503,145,3,7.0
504,146,1,5.0
505,146,2,5.0
506,146,3,5.0
507,147,1,7.0
508,147,2,8.0
509,147,3,8.0
510,148,1,6.0
511,148,2,5.0
512,148,3,6.0
513,149,1,7.0
514,149,2,7.0
515,149,3,7.0
516,150,1,6.0
517,150,2,7.0
518,150,3,6.0
519,151,1,7.0
520,151,2,8.0
521,151,3,8.0
522,152,1,6.0
523,152,2,5.0
524,152,3,6.0
525,153,1,6.0
526,153,2,6.0
527,153,3,6.0
528,154,1,6.0
529,154,2,5.0
530,154,3,5.0
531,155,1,7.0
532,155,2,7.0
533,155,3,6.0
534,156,1,7.0
535,156,2,6.0
536,156,5,6.0
537,156,3,7.0
538,157,1,7.0
539,157,2,7.0
540,157,5,6.0
541,157,3,7.0
542,158,1,5.0
543,158,2,4.0
544,158,3,5.0
545,159,1,9.0
546,159,2,7.0
547,159,3,9.0
548,160,1,5.0
549,160,2,5.0
550,160,3,5.0
551,161,1,6.0
552,161,2,7.0
553,161,3,6.0
554,162,1,5.0
555,162,2,4.0
556,162,3,4.0
557,163,1,6.0
558,163,2,5.0
559,163,3,5.0
560,164,1,6.0
561,164,2,6.0
562,164,3,6.0
563,165,1,5.0
564,165,2,4.0
565,165,3,5.0
566,166,1,8.0
567,166,2,8.0
568,166,3,7.0
569,167,1,7.0
570,167,2,7.0
571,167,4,7.0
572,167,3,7.0
573,168,1,5.0
574,168,2,4.0
575,168,4,4.0
576,168,3,4.0
577,169,1,6.0
578,169,2,5.0
579,169,4,5.0
580,169,3,6.0
581,170,1,6.0
582,170,2,5.0
583,170,4,5.0
584,170,3,5.0
585,171,1,7.0
586,171,2,6.0
587,171,4,6.0
588,171,3,6.0
589,172,1,7.0
590,172,2,6.0
591,172,4,6.0
592,172,3,7.0
593,173,1,6.0
594,173,2,6.0
595,173,4,7.0
596,173,3,7.0
597,174,1,8.0
598,174,2,8.0
599,174,4,7.0
600,174,3,8.0
601,175,1,7.0
602,175,2,6.0
603,175,4,6.0
604,175,3,7.0
605,176,1,6.0
606,176,2,5.0
607,176,4,5.0
608,176,3,6.0
609,177,1,7.0
610,177,2,6.0
611,177,4,6.0
612,177,3,7.0
613,178,1,7.0
614,178,2,7.0
615,178,3,7.0
616,179,1,5.0
617,179,2,5.0
618,179,3,5.0
619,180,1,7.0
620,180,2,6.0
621,180,3,7.0
622,181,1,5.0
623,181,2,4.0
624,181,3,4.0
625,182,1,8.0
626,182,4,7.0
627,182,3,8.0
628,183,1,5.0
629,183,4,4.0
630,183,3,4.0
631,184,1,7.0
632,184,4,7.0
633,184,3,7.0
634,185,1,6.0
635,185,2,6.0
636,185,3,6.0
637,186,1,8.0
638,186,2,9.0
639,186,3,8.0
640,187,1,7.0
641,187,2,7.0
642,187,3,7.0
643,188,1,7.0
644,188,2,7.0
645,188,3,7.0
646,189,1,7.0
647,189,2,7.0
648,189,4,8.0
649,189,3,7.0
650,190,1,8.0
651,190,2,8.0
652,190,4,9.0
653,190,3,9.0
654,191,1,7.0
655,191,2,6.0
656,191,4,6.0
657,191,3,6.0
658,192,1,7.0
659,192,2,7.0
660,192,3,7.0
661,193,1,8.0
662,193,2,9.0
663,193,3,9.0
664,194,1,5.0
665,194,2,5.0
666,194,3,6.0
667,195,1,7.0
668,195,2,8.0
669,195,3,8.0
670,196,1,6.5
671,196,2,6.0
672,196,3,6.5
673,197,1,8.0
674,197,2,8.5
675,197,3,8.0
676,198,1,8.0
677,198,2,8.0
678,198,3,7.5
679,199,1,8.0
680,199,2,8.0
681,199,3,8.0
682,200,1,9.0
683,200,2,8.0
684,200,3,8.0
685,201,1,7.0
686,201,2,7.0
687,201,3,8.0
688,202,1,6.0
689,202,2,5.0
690,202,3,6.0
691,203,1,8.0
692,203,2,7.0
693,203,3,7.0
694,204,1,7.0
695,204,2,6.0
696,204,3,7.0
697,205,1,6.0
698,205,2,5.0
699,205,3,6.0
700,206,1,5.0
701,206,2,4.0
702,206,3,5.0
703,207,1,6.0
704,207,2,5.0
705,207,3,6.0
706,208,1,7.0
707,208,2,7.0
708,208,3,8.0
709,209,1,6.0
710,209,2,6.0
711,209,3,6.0
712,210,1,4.0
713,210,2,4.0
714,210,3,4.0
715,211,1,8.0
716,211,2,8.0
717,211,3,8.0
718,212,1,7.0
719,212,2,6.0
720,212,3,6.0
721,213,1,7.0
722,213,2,7.0
723,213,3,7.0
724,214,1,7.0
725,214,2,6.0
726,214,3,7.0
727,215,1,8.0
728,215,2,8.0
729,215,3,8.0
730,216,1,7.0
731,216,2,6.0
732,216,3,7.0
733,217,1,9.0
734,217,2,9.0
735,217,3,9.0
736,218,1,7.0
737,218,2,8.0
738,218,3,7.0
739,219,1,8.0
740,219,2,7.0
741,219,3,7.0
742,220,1,8.0
743,220,2,8.0
744,220,3,8.0
745,221,1,7.0
746,221,2,6.0
747,221,3,6.0
748,222,1,5.0
749,222,2,4.0
750,222,3,4.0
751,223,1,8.0
752,223,2,7.0
753,223,3,8.0
754,224,1,7.0
755,224,2,7.0
756,224,3,7.0
757,225,1,7.0
758,225,2,7.0
759,225,3,7.0
760,226,1,9.0
761,226,2,8.0
762,226,3,9.0
763,227,1,6.0
764,227,2,5.0
765,227,3,5.0
766,228,1,7.0
767,228,2,7.0
768,228,3,8.0
769,229,1,6.0
770,229,2,5.0
771,229,3,5.0
772,230,1,6.0
773,230,2,6.0
774,230,3,6.0
775,231,1,6.0
776,231,2,6.0
777,231,3,6.0
778,232,1,6.0
779,232,2,5.0
780,232,3,5.0
781,233,1,5.0
782,233,2,5.0
783,233,3,5.0
784,234,1,7.0
785,234,2,6.0
786,234,3,7.0
787,235,1,8.0
788,235,2,8.0
789,235,3,8.0
790,236,1,6.0
791,236,2,6.0
792,236,3,6.0
793,237,1,8.0
794,237,2,8.0
795,237,3,7.0
796,238,1,8.0
797,238,2,8.0
798,238,3,8.0
799,239,1,5.0
800,239,2,4.0
801,239,3,5.0
802,240,1,8.0
803,240,2,7.0
804,240,3,7.0
805,241,1,6.0
806,241,2,6.0
807,241,3,6.0
808,242,1,7.0
809,242,2,7.0
810,242,3,7.0
811,243,1,7.0
812,243,2,6.0
813,243,3,7.0
814,244,1,5.0
815,244,2,7.0
816,244,3,6.0
817,245,1,5.0
818,245,2,4.0
819,245,3,4.0
820,246,1,7.0
821,246,2,7.0
822,246,3,6.0
823,247,1,5.0
824,247,2,5.0
825,247,5,5.0
826,247,3,5.0
827,248,1,6.0
828,248,2,6.0
829,248,5,6.0
830,248,3,6.0
831,249,1,7.0
832,249,2,6.0
833,249,5,7.0
834,249,3,7.0
835,250,1,6.0
836,250,2,6.0
837,250,5,6.0
838,250,3,6.0
839,251,1,7.0
840,251,2,4.0
841,251,5,5.0
842,251,3,5.0
843,252,1,7.0
844,252,2,6.0
845,252,5,6.0
846,252,3,6.0
847,253,1,6.0
848,253,2,5.0
849,253,5,6.0
850,253,3,5.0
851,254,1,7.0
852,254,2,6.0
853,254,5,7.0
854,254,3,6.0
855,255,1,6.0
856,255,2,5.0
857,255,3,5.0
858,256,1,7.0
859,256,2,6.0
860,256,3,8.0
861,257,1,7.0
862,257,2,6.0
863,257,3,7.0
864,262,1,5.0
865,262,2,4.0
866,262,3,4.0
867,263,1,6.0
868,263,2,7.0
869,263,3,6.0
870,264,1,6.0
871,264,2,6.0
872,264,3,6.0
873,265,1,8.0
874,265,2,7.0
875,265,3,8.0
876,266,1,6.0
877,266,2,6.0
878,266,4,6.0
879,266,3,6.0
880,267,1,7.0
881,267,2,7.0
882,267,4,7.0
883,267,3,7.0
884,268,1,7.0
885,268,2,7.0
886,268,4,7.0
887,268,3,7.0
888,269,1,7.0
889,269,2,7.0
890,269,4,8.0
891,269,3,8.0
892,270,1,6.0
893,270,2,5.0
894,270,4,5.0
895,270,3,6.0
896,271,1,7.0
897,271,2,6.0
898,271,4,6.0
899,271,3,7.0
900,272,1,6.0
901,272,2,6.0
902,272,4,6.0
903,272,3,7.0
904,273,1,6.0
905,273,2,6.0
906,273,4,6.0
907,273,3,6.0
908,274,1,7.0
909,274,2,5.0
910,274,4,6.0
911,274,3,7.0
912,275,1,7.0
913,275,2,6.0
914,275,4,6.0
915,275,3,8.0
916,276,1,7.0
917,276,2,7.0
918,276,3,7.0
919,277,1,8.0
920,277,2,7.0
921,277,3,8.0
922,278,1,8.0
923,278,2,7.0
924,278,3,8.0
925,279,1,5.0
926,279,2,5.0
927,279,3,6.0
928,280,1,7.0
929,280,4,7.0
930,280,3,7.0
931,281,1,5.0
932,281,4,5.0
933,281,3,5.0
934,282,1,8.0
935,282,4,8.0
936,282,3,7.0
937,283,1,7.0
938,283,4,7.0
939,283,3,8.0
940,284,1,6.0
941,284,2,7.0
942,284,3,6.0
943,285,1,7.0
944,285,2,8.0
945,285,3,8.0
946,286,1,8.0
947,286,2,7.0
948,286,4,7.0
949,286,3,8.0
950,287,1,7.0
951,287,2,6.0
952,287,4,7.0
953,287,3,7.0
954,288,1,8.0
955,288,2,7.0
956,288,4,8.0
957,288,3,8.0
958,289,1,8.0
959,289,2,8.0
960,289,4,8.0
961,289,3,8.0
962,290,1,6.0
963,290,2,7.0
964,290,3,7.0
965,291,1,6.0
966,291,2,6.0
967,291,3,6.0
968,292,1,7.0
969,292,2,7.0
970,292,3,7.0
971,293,1,7.0
972,293,2,8.0
973,293,3,7.0
974,294,1,7.0
975,294,2,7.0
976,294,3,7.0
977,295,1,9.0
978,295,2,8.0
979,295,3,9.0
980,296,1,7.0
981,296,2,6.0
982,296,3,8.0
983,297,1,8.0
984,297,2,7.0
985,297,3,7.0
986,298,1,6.0
987,298,2,6.0
988,298,3,6.0
989,299,1,8.0
990,299,2,7.5
991,299,3,7.5
992,300,1,8.5
993,300,2,8.0
994,300,3,8.0
995,301,1,9.0
996,301,2,8.5
997,301,3,8.5
998,302,1,7.0
999,302,2,7.0
1000,302,3,7.0
1001,303,1,8.0
1002,303,2,8.0
1003,303,3,8.0
1004,304,1,6.0
1005,304,2,6.0
1006,304,3,6.0
1007,305,1,6.0
1008,305,2,7.0
1009,305,3,6.0
1010,306,1,7.0
1011,306,2,7.0
1012,306,3,7.0
1013,307,1,8.0
1014,307,2,8.0
1015,307,3,7.0
1016,308,1,8.0
1017,308,2,9.0
1018,308,3,8.0
1019,309,1,7.0
1020,309,2,7.0
1021,309,3,7.0
1022,310,1,6.0
1023,310,2,6.0
1024,310,3,6.0
1025,311,1,6.0
1026,311,2,5.0
1027,311,3,6.0
1028,312,1,7.0
1029,312,2,6.0
1030,312,3,7.0
1031,313,1,9.0
1032,313,2,8.0
1033,313,3,9.0
1034,314,1,8.0
1035,314,2,7.0
1036,314,3,8.0
1037,315,1,9.0
1038,315,2,8.0
1039,315,3,9.0
1040,316,1,9.0
1041,316,2,8.0
1042,316,3,9.0
1043,317,1,5.0
1044,317,2,6.0
1045,317,3,6.0
1046,318,1,7.0
1047,318,2,8.0
1048,318,3,8.0
1049,319,1,9.0
1050,319,2,10.0
1051,319,3,10.0
1052,320,1,6.0
1053,320,2,5.0
1054,320,3,5.0
1055,321,1,8.0
1056,321,2,8.0
1057,321,3,8.0
1058,322,1,6.0
1059,322,2,5.0
1060,322,3,6.0
1061,323,1,8.0
1062,323,2,7.0
1063,323,3,8.0
1064,324,1,7.0
1065,324,2,7.0
1066,324,3,8.0
1067,325,1,6.0
1068,325,2,6.0
1069,325,3,7.0
1070,326,1,8.0
1071,326,2,7.0
1072,326,3,8.0
1073,327,1,7.0
1074,327,2,7.0
1075,327,3,7.0
1076,328,1,7.0
1077,328,2,6.0
1078,328,3,7.0
1079,329,1,5.0
1080,329,2,5.0
1081,329,3,5.0
1082,330,1,6.0
1083,330,2,6.0
1084,330,3,5.0
1085,331,1,7.0
1086,331,2,7.0
1087,331,3,7.0
1088,332,1,8.0
1089,332,2,8.0
1090,332,3,8.0
1091,333,1,5.0
1092,333,2,5.0
1093,333,3,5.0
1094,334,1,7.0
1095,334,2,7.0
1096,334,3,7.0
1097,335,1,7.0
1098,335,6,7.0
1099,335,2,8.0
1100,335,3,8.0
1101,336,1,7.0
1102,336,2,6.0
1103,336,3,6.0
1104,337,1,7.0
1105,337,2,7.0
1106,337,3,6.0
1107,338,1,6.0
1108,338,2,6.0
1109,338,3,6.0
1110,339,1,7.0
1111,339,2,6.0
1112,339,3,6.0
1113,340,1,7.0
1114,340,2,8.0
1115,340,3,7.0
1116,341,1,6.0
1117,341,2,6.0
1118,341,3,6.0
1119,342,1,8.0
1120,342,2,8.0
1121,342,3,8.0
1122,343,1,5.0
1123,343,2,5.0
1124,343,5,5.0
1125,343,3,5.0
1126,344,1,5.0
1127,344,2,5.0
1128,344,5,5.0
1129,344,3,5.0
1130,345,1,7.0
1131,345,2,7.0
1132,345,5,7.0
1133,345,3,8.0
1134,346,1,6.0
1135,346,2,5.0
1136,346,5,5.0
1137,346,3,5.0
1138,347,1,4.0
1139,347,2,4.0
1140,347,5,5.0
1141,347,3,4.0
1142,348,1,7.0
1143,348,2,7.0
1144,348,5,7.0
1145,348,3,7.0
1146,349,1,6.0
1147,349,2,6.0
1148,349,5,6.0
1149,349,3,6.0
1150,350,1,7.0
1151,350,2,7.0
1152,350,5,7.0
1153,350,3,7.0
1154,351,1,7.0
1155,351,2,6.0
1156,351,3,6.0
1157,352,1,8.0
1158,352,2,8.0
1159,352,3,8.0
1160,353,1,7.0
1161,353,2,7.0
1162,353,3,7.0
1163,354,1,6.0
1164,354,2,7.0
1165,354,3,7.0
1166,359,1,6.0
1167,359,2,6.0
1168,359,3,6.0
1169,360,1,6.0
1170,360,2,6.0
1171,360,4,6.0
1172,360,3,6.0
1173,361,1,8.0
1174,361,2,7.0
1175,361,4,8.0
1176,361,3,8.0
1177,362,1,5.0
1178,362,2,5.0
1179,362,4,5.0
1180,362,3,5.0
1181,363,1,8.0
1182,363,2,8.0
1183,363,4,8.0
1184,363,3,8.0
1185,364,1,8.0
1186,364,2,8.0
1187,364,4,8.0
1188,364,3,8.0
1189,365,1,5.0
1190,365,2,6.0
1191,365,4,5.0
1192,365,3,5.0
1193,366,1,5.0
1194,366,2,6.0
1195,366,4,5.0
1196,366,3,6.0
1197,367,1,5.0
1198,367,2,5.0
1199,367,4,5.0
1200,367,3,5.0
1201,368,1,7.0
1202,368,2,6.0
1203,368,4,6.0
1204,368,3,6.0
1205,369,1,8.0
1206,369,2,7.0
1207,369,3,8.0
1208,370,1,8.0
1209,370,2,6.0
1210,370,3,7.0
1211,371,1,8.0
1212,371,2,6.0
1213,371,3,7.0
1214,372,1,7.0
1215,372,2,7.0
1216,372,3,7.0
1217,373,1,4.0
1218,373,4,4.0
1219,373,3,4.0
1220,374,1,8.0
1221,374,4,8.0
1222,374,3,8.0
1223,375,1,5.0
1224,375,4,5.0
1225,375,3,5.0
1226,376,1,8.0
1227,376,4,7.0
1228,376,3,7.0
1229,377,1,6.0
1230,377,2,6.0
1231,377,3,6.0
1232,378,1,5.0
1233,378,2,5.0
1234,378,3,5.0
1235,379,1,8.0
1236,379,2,8.0
1237,379,3,8.0
1238,380,1,7.0
1239,380,2,7.0
1240,380,3,7.0
1241,381,1,9.0
1242,381,2,9.0
1243,381,4,9.0
1244,381,3,9.0
1245,382,1,7.0
1246,382,2,7.0
1247,382,4,7.0
1248,382,3,7.0
1249,383,1,7.0
1250,383,2,7.0
1251,383,3,7.0
1252,384,1,7.0
1253,384,2,7.0
1254,384,3,7.0
1255,385,1,8.0
1256,385,2,8.0
1257,385,3,8.0
1258,386,1,7.0
1259,386,2,6.0
1260,386,3,6.0
1261,387,1,8.0
1262,387,2,8.0
1263,387,3,8.0
1264,388,1,10.0
1265,388,2,9.0
1266,388,3,10.0
1267,389,1,7.0
1268,389,2,7.0
1269,389,3,7.0
1270,390,1,7.0
1271,390,2,7.0
1272,390,3,7.0
1273,391,1,7.5
1274,391,2,7.5
1275,391,3,7.5
1276,392,1,7.5
1277,392,2,7.5
1278,392,3,7.5
1279,393,1,7.5
1280,393,2,7.5
1281,393,3,7.5
1282,394,1,9.0
1283,394,2,9.0
1284,394,3,9.0
1285,395,1,7.0
1286,395,2,7.0
1287,395,3,7.0
1288,396,1,8.0
1289,396,2,7.0
1290,396,3,7.0
1291,397,1,6.0
1292,397,2,6.0
1293,397,3,6.0
1294,398,1,7.0
1295,398,2,7.0
1296,398,3,7.0
1297,399,1,7.0
1298,399,2,7.0
1299,399,3,7.0
1300,400,1,9.0
1301,400,2,8.0
1302,400,3,8.0
1303,401,1,7.0
1304,401,2,7.0
1305,401,3,7.0
1306,402,1,8.0
1307,402,2,8.0
1308,402,3,8.0
1309,403,1,6.0
1310,403,2,6.0
1311,403,3,6.0
1312,404,1,6.0
1313,404,2,7.0
1314,404,3,7.0
1315,405,1,6.0
1316,405,2,7.0
1317,405,3,7.0
1318,406,1,8.0
1319,406,2,7.0
1320,406,3,8.0
1321,407,1,7.0
1322,407,2,6.0
1323,407,3,7.0
1324,408,1,7.0
1325,408,2,7.0
1326,408,3,7.0
1327,409,1,7.0
1328,409,2,5.0
1329,409,3,7.0
1330,410,1,9.0
1331,410,2,8.0
1332,410,3,9.0
1333,411,1,7.0
1334,411,2,6.0
1335,411,3,6.0
1336,412,1,7.0
1337,412,2,6.0
1338,412,3,6.0
1339,413,1,6.0
1340,413,2,5.0
1341,413,3,7.0
1342,414,1,8.0
1343,414,2,7.0
1344,414,3,8.0
1345,415,1,7.0
1346,415,2,7.0
1347,415,3,8.0
1348,416,1,6.0
1349,416,2,6.0
1350,416,3,6.0
1351,418,1,8.0
1352,418,2,8.0
1353,418,3,8.0
1354,419,1,9.0
1355,419,2,9.0
1356,419,3,9.0
